cell,x,y,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CRcfe445caf-1132,2683.9166666666665,1771.6666666666667,1,36,0.08461,6.6,425.5,0.9906,0.5061,0.7777777777777778,27
CRcfe445caf-1133,3494.6666666666665,1076.3333333333333,1,6,0.1905,7.125,31.5,0.9952,0.4533,1.0,27
CRcfe445caf-1134,5917.518518518518,923.2962962962963,1,27,0.1038,2.623,260.0,0.9945,0.4133,1.0,27
CRcfe445caf-1135,4294.051724137931,2182.0689655172414,1,58,0.0655,1.158,885.5,0.995,0.4514,1.0,27
CRcfe445caf-1136,1495.6,763.8,2,5,0.09615,2.575,52.0,0.9806,0.468,1.0,27
CRcfe445caf-1137,5066.782608695652,410.4492753623188,1,69,0.0403,12.33,1712.0,0.9855,0.4333,0.9710144927536232,27
CRcfe445caf-1138,2866.7,2093.05,1,20,0.1111,6.298,180.0,0.9898,0.481,1.0,27
CRcfe445caf-1139,2305.8636363636365,1911.6818181818182,1,22,0.11,12.42,200.0,0.9964,0.3709,0.8181818181818182,27
CRcfe445caf-1140,5509.5625,862.0625,1,16,0.08696,2.894,184.0,0.9823,0.4713,0.9375,27
CRcfe445caf-1141,1462.076923076923,1674.2307692307693,2,13,0.104,3.843,125.0,0.9917,0.4277,0.6923076923076923,27
CRcfe445caf-1142,1762.5,1081.0,1,2,NaN,NaN,NaN,0.9969,0.37,1.0,24
CRcfe445caf-1143,2192.2,1145.4,4,5,0.4,1.588,12.5,0.9876,0.416,1.0,24
CRcfe445caf-1144,5531.222222222223,1193.2222222222222,1,9,0.1607,3.854,56.0,0.9939,0.3822,0.8888888888888888,24
CRcfe445caf-1145,3342.733333333333,667.6,1,15,0.06369,4.741,235.5,0.9938,0.312,1.0,24
CRcfe445caf-1146,1758.7142857142858,713.1428571428571,2,7,0.07487,87.03,93.5,0.9524,0.4314,1.0,24
CRcfe445caf-1147,992.5714285714286,1049.7619047619048,1,21,0.07895,2.917,266.0,0.9964,0.3676,1.0,24
CRcfe445caf-1148,5877.621621621622,1366.054054054054,1,37,0.08447,14.43,438.0,0.9966,0.2881,0.9459459459459459,24
CRcfe445caf-1149,3584.909090909091,1894.6363636363637,1,11,0.07143,6.161,154.0,0.978,0.4055,1.0,24
CRcfe445caf-1150,52.3,2344.8,3,10,0.202,1.566,49.5,0.9945,0.398,1.0,23
CRcfe445caf-1151,1473.5625,752.625,1,16,0.1212,7.044,132.0,0.9946,0.3225,0.8125,21
CRcfe445caf-1152,2402.0,40.0,3,1,NaN,NaN,NaN,0.992,0.4,1.0,21
CRcfe445caf-1153,1599.095238095238,1726.5238095238096,1,21,0.1405,1.395,149.5,0.9927,0.3924,1.0,21
CRcfe445caf-1154,3249.0,1192.0,1,5,0.5556,3.892,9.0,0.9969,0.376,1.0,21
CRcfe445caf-1155,4570.0,460.0,1,1,NaN,NaN,NaN,0.9956,0.36,1.0,21
CRcfe445caf-1156,5094.666666666667,462.0,1,6,4.0,11.36,1.5,0.9962,0.3533,1.0,21
CRcfe445caf-1157,5096.5,2145.5,1,6,2.0,2.759,3.0,0.9967,0.2867,1.0,21
CRcfe445caf-1158,322.0,1081.0,1,4,0.1053,13.13,38.0,0.9656,0.36,1.0,21
CRcfe445caf-1159,3502.446808510638,1430.5744680851064,3,47,0.03431,3.764,1370.0,0.985,0.2417,1.0,21
CRcfe445caf-1160,5562.739130434783,711.9565217391304,1,23,0.0518,6.866,444.0,0.9919,0.3226,1.0,21
CRcfe445caf-1161,192.1818181818182,304.1818181818182,1,11,0.449,6.099,24.5,0.9967,0.2364,1.0,18
CRcfe445caf-1162,4335.705882352941,1408.3529411764705,1,17,0.1069,2.122,159.0,0.9963,0.2965,1.0,18
CRcfe445caf-1163,1050.5,1501.0,1,2,NaN,NaN,NaN,0.9969,0.35,1.0,18
CRcfe445caf-1164,2442.3,43.2,1,10,0.2985,3.607,33.5,0.9954,0.312,1.0,18
CRcfe445caf-1165,288.0,1842.875,2,8,0.4211,3.339,19.0,0.9963,0.2725,1.0,15
CRcfe445caf-1166,1963.875,617.375,1,8,1.067,7.733,7.5,0.9961,0.2275,1.0,15
CRcfe445caf-1167,4221.0,434.25,1,4,2.667,2.634,1.5,0.9959,0.22,1.0,15
CRcfe445caf-1168,3236.8,1623.2,1,5,1.25,6.093,4.0,0.9964,0.284,1.0,15
CRcfe445caf-1169,5054.076923076923,578.1538461538462,1,13,0.03812,1.827,341.0,0.9916,0.2723,0.7692307692307693,15
CRcfe445caf-1170,3239.222222222222,448.1666666666667,1,18,0.1506,2.897,119.5,0.9956,0.2656,0.9444444444444444,15
CRcfe445caf-1171,2726.0,67.5,3,4,0.5714,13.48,7.0,0.9831,0.195,1.0,15
CRcfe445caf-1172,2541.818181818182,38.81818181818182,1,11,0.2558,2.518,43.0,0.995,0.1964,0.8181818181818182,15
CRcfe445caf-1173,3496.0,1418.1363636363637,1,22,0.09072,4.039,242.5,0.9951,0.1636,0.8181818181818182,15
CRcfe445caf-1174,349.0,188.0,2,5,0.2083,2.322,24.0,0.9835,0.168,1.0,12
CRcfe445caf-1175,2791.0,1635.75,3,4,0.3333,5.943,12.0,0.9966,0.225,1.0,12
CRcfe445caf-1176,4408.333333333333,927.8333333333334,1,6,0.3333,9.785,18.0,0.9955,0.1767,1.0,12
CRcfe445caf-1177,5964.2,630.0,1,5,0.101,3.43,49.5,0.9942,0.208,1.0,12
CRcfe445caf-1178,2698.0,312.5,4,2,NaN,NaN,NaN,0.974,0.18,1.0,12
CRcfe445caf-1179,4226.222222222223,1663.5555555555557,2,9,0.05143,6.397,175.0,0.9772,0.1889,1.0,12
CRcfe445caf-1180,4409.5,929.5,1,2,NaN,NaN,NaN,0.9967,0.13,1.0,12
CRcfe445caf-1181,2458.0,2187.0,1,3,Inf,Inf,0.0,0.9961,0.2067,1.0,12
CRcfe445caf-1182,237.0,1646.0,1,1,NaN,NaN,NaN,0.9834,0.16,1.0,9
CRcfe445caf-1183,1791.857142857143,2201.5714285714284,1,7,0.5,1.178,14.0,0.9967,0.16,1.0,9
CRcfe445caf-1184,4037.75,1638.75,1,4,Inf,9.007e16,0.0,0.9965,0.11,1.0,9
CRcfe445caf-1185,4808.375,1382.125,3,8,0.09357,2.753,85.5,0.9654,0.1525,1.0,9
CRcfe445caf-1186,197.25,307.3333333333333,2,12,0.02537,1.311,473.0,0.9789,0.13,0.9166666666666666,9
CRcfe445caf-1187,1031.5714285714287,1488.2857142857142,1,7,0.1284,1.505,54.5,0.9964,0.1429,1.0,9
CRcfe445caf-1188,2386.3478260869565,1594.0869565217392,1,23,0.109,3.197,211.0,0.9957,0.107,1.0,6
CRcfe445caf-1189,5054.0,1557.5,1,2,NaN,NaN,NaN,0.9966,0.07,1.0,6
CRcfe445caf-1190,1408.0,2006.0,1,1,NaN,NaN,NaN,0.9966,0.06,1.0,6
