cell,x,y,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CRcfe445caf-1,223.0,60.916666666666664,1,12,0.3934,6.375,30.5,0.9961,0.935,0.9166666666666666,50
CRcfe445caf-2,250.55555555555554,73.0,1,9,2.0,56.01,4.5,0.9966,0.88,0.6666666666666666,50
CRcfe445caf-3,129.6,197.2,1,25,0.1524,2.658,164.0,0.9957,0.9608,0.72,50
CRcfe445caf-4,28.38888888888889,297.1666666666667,1,18,0.1111,6.314,162.0,0.9894,0.8822,0.5,50
CRcfe445caf-5,310.8474576271187,180.67796610169492,1,59,0.04429,3.551,1332.0,0.9766,0.7617,0.6101694915254238,50
CRcfe445caf-6,580.6765498652292,105.48921832884098,2,742,0.02783,1.376,26660.0,0.9408,0.8943,0.9716981132075472,50
CRcfe445caf-7,706.7259953161592,67.42857142857143,2,427,0.02849,1.372,14990.0,0.9291,0.8229,0.9437939110070258,50
CRcfe445caf-8,293.6,422.8,1,10,0.3279,5.567,30.5,0.9959,0.906,0.8,50
CRcfe445caf-9,251.66666666666666,488.22222222222223,1,18,0.1208,1.919,149.0,0.99,0.9478,1.0,50
CRcfe445caf-10,187.33333333333334,572.2222222222222,2,9,0.1417,5.387,63.5,0.9856,0.9444,1.0,50
CRcfe445caf-11,700.2415143603133,204.66710182767625,2,766,0.0329,1.08,23280.0,0.9696,0.8588,0.9556135770234987,50
CRcfe445caf-12,569.9480286738351,267.18279569892474,2,558,0.02652,1.509,21040.0,0.9098,0.8787,0.9910394265232975,50
CRcfe445caf-13,841.032700421941,114.13291139240506,2,948,0.02888,1.619,32830.0,0.9422,0.9031,0.9662447257383966,50
CRcfe445caf-14,596.8515151515152,404.57878787878786,2,330,0.01752,2.069,18840.0,0.8181,0.8375,0.996969696969697,50
CRcfe445caf-15,704.9732142857143,330.08482142857144,2,224,0.02357,1.321,9504.0,0.8949,0.7912,0.9910714285714286,50
CRcfe445caf-16,426.90909090909093,569.6363636363636,1,22,0.1725,3.459,127.5,0.9953,0.9636,1.0,50
CRcfe445caf-17,845.7586206896551,303.58829676071053,2,957,0.027,1.579,35450.0,0.9302,0.8908,0.9644723092998955,50
CRcfe445caf-18,236.46153846153845,805.7692307692307,1,26,0.1912,2.912,136.0,0.996,0.9785,0.9615384615384616,50
CRcfe445caf-19,155.64285714285714,984.4285714285714,1,14,0.4444,9.926,31.5,0.994,0.94,0.7142857142857143,50
CRcfe445caf-20,753.3915343915344,425.04232804232805,2,189,0.01884,2.06,10030.0,0.8649,0.8185,0.9947089947089947,50
CRcfe445caf-21,398.95454545454544,751.3181818181819,1,22,0.1232,3.589,178.5,0.9947,0.9418,0.6363636363636364,50
CRcfe445caf-22,647.04,531.24,1,25,0.1393,1.489,179.5,0.9913,0.9632,1.0,50
CRcfe445caf-23,1041.377358490566,131.5921625544267,2,689,0.02239,1.847,30770.0,0.9027,0.8935,0.9521044992743106,50
CRcfe445caf-24,562.3333333333334,667.6666666666666,1,9,0.5625,8.064,16.0,0.995,0.9289,1.0,50
CRcfe445caf-25,74.16535433070867,1227.4488188976377,2,127,0.0462,2.596,2749.0,0.9671,0.938,0.4566929133858268,50
CRcfe445caf-26,5.833333333333333,1294.452380952381,1,42,0.1927,1.744,218.0,0.9954,0.9724,0.5714285714285714,50
CRcfe445caf-27,143.47402597402598,1132.0714285714287,1,154,0.04529,8.797,3400.0,0.9782,0.9621,0.5194805194805194,50
CRcfe445caf-28,356.6,963.0,1,10,0.2326,1.914,43.0,0.9936,0.862,0.6,50
CRcfe445caf-29,1358.2115384615386,62.59615384615385,2,52,0.02009,1.826,2588.0,0.888,0.8388,1.0,50
CRcfe445caf-30,1211.7589670014347,94.26829268292683,2,697,0.02138,1.208,32600.0,0.8888,0.8826,0.9540889526542324,50
CRcfe445caf-31,156.22972972972974,1221.918918918919,1,74,0.1241,13.24,596.5,0.993,0.9854,0.7702702702702703,50
CRcfe445caf-32,724.6428571428571,665.0714285714286,1,14,0.2523,3.189,55.5,0.9963,0.9643,1.0,50
CRcfe445caf-33,1122.1382734912147,298.2383498854087,2,1309,0.02188,1.177,59820.0,0.9049,0.8995,0.9717341482047365,50
CRcfe445caf-34,72.18181818181819,1345.284090909091,1,88,0.07843,1.914,1122.0,0.9944,0.9773,0.6931818181818182,50
CRcfe445caf-35,128.25,1289.5833333333333,1,24,0.1032,2.015,232.5,0.9923,0.9483,0.6666666666666666,50
CRcfe445caf-36,19.875,1446.125,1,8,0.1905,4.081,42.0,0.9883,0.9225,0.875,50
CRcfe445caf-37,415.40983606557376,1073.032786885246,1,61,0.05495,2.795,1110.0,0.9844,0.9469,0.7540983606557377,50
CRcfe445caf-38,1313.9374068554396,210.79433681073024,2,671,0.02285,1.777,29370.0,0.8958,0.8841,0.9642324888226528,50
CRcfe445caf-39,901.1052631578947,602.8421052631579,1,19,0.1735,1.07,109.5,0.9948,0.9432,0.7368421052631579,50
CRcfe445caf-40,267.0508474576271,1262.177966101695,1,118,0.06754,1.426,1747.0,0.986,0.9636,0.7372881355932204,50
CRcfe445caf-41,196.71875,1346.5625,1,32,0.4384,3.91,73.0,0.9955,0.9781,1.0,50
CRcfe445caf-42,114.75,1428.7083333333333,1,24,0.172,3.662,139.5,0.9954,0.9283,1.0,50
CRcfe445caf-43,55.66019417475728,1514.621359223301,1,103,0.02546,10.51,4046.0,0.9634,0.8606,0.8640776699029126,50
CRcfe445caf-44,424.3,1155.8,1,10,0.4651,3.306,21.5,0.9961,0.89,0.8,50
CRcfe445caf-45,845.9,747.8,1,10,0.5405,5.133,18.5,0.9965,0.924,1.0,50
CRcfe445caf-46,268.1,1361.5,1,10,1.429,4.775,7.0,0.9946,0.936,1.0,50
CRcfe445caf-47,464.3,1169.2,1,10,0.4255,3.087,23.5,0.996,0.932,0.9,50
CRcfe445caf-48,746.3589743589744,888.2820512820513,2,39,0.04912,12.76,794.0,0.9609,0.8621,0.8205128205128205,50
CRcfe445caf-49,339.84513274336285,1313.2654867256638,1,226,0.06517,4.466,3468.0,0.9908,0.9815,0.6194690265486725,50
CRcfe445caf-50,1318.155223880597,378.2238805970149,2,335,0.01606,1.519,20860.0,0.8544,0.814,0.9492537313432836,50
CRcfe445caf-51,228.59758771929825,1468.6622807017543,1,912,0.02655,1.299,34350.0,0.9445,0.9156,0.6074561403508771,50
CRcfe445caf-52,1505.3735651033126,91.62085929813054,3,3049,0.09231,1.079,33030.0,0.9959,0.9575,0.9944244014430961,50
CRcfe445caf-53,1124.2380952380952,554.6571428571428,1,210,0.05817,2.398,3610.0,0.9922,0.866,0.6761904761904762,50
CRcfe445caf-54,788.3157894736842,899.3157894736842,2,19,0.04573,2.138,415.5,0.9306,0.88,0.8947368421052632,50
CRcfe445caf-55,480.5960665658094,1226.4614220877459,1,661,0.07419,1.891,8909.0,0.9917,0.9554,0.9409984871406959,50
CRcfe445caf-56,1038.0435339308578,642.4430217669654,2,781,0.03177,1.88,24580.0,0.9682,0.9564,0.649167733674776,50
CRcfe445caf-57,1677.5161713286714,70.27141608391608,3,2288,0.09282,1.576,24650.0,0.9964,0.937,0.9230769230769231,50
CRcfe445caf-58,1138.8761904761905,583.2571428571429,4,105,0.04713,2.42,2228.0,0.9932,0.9194,0.9619047619047619,50
CRcfe445caf-59,1503.146516007533,266.43804143126175,3,2655,0.09345,1.273,28410.0,0.9961,0.9264,0.9909604519774011,50
CRcfe445caf-60,564.5821246569973,1101.8706389651118,3,2551,0.08182,1.798,31180.0,0.9947,0.9424,0.7401019208153665,50
CRcfe445caf-61,678.4550816696915,1022.9351179673321,3,2204,0.1046,1.403,21070.0,0.9957,0.9291,0.764065335753176,50
CRcfe445caf-62,161.29166666666666,1628.6458333333333,1,48,0.02443,6.517,1965.0,0.9387,0.7833,0.8333333333333334,50
CRcfe445caf-63,891.3333333333334,870.1111111111111,1,9,0.6,1.489,15.0,0.9967,0.9444,1.0,50
CRcfe445caf-64,1647.4606884827879,208.05949851253717,3,2353,0.1009,1.144,23310.0,0.9967,0.9097,0.9953251168720783,50
CRcfe445caf-65,430.55882352941177,1398.8039215686274,1,102,0.1093,4.681,933.5,0.9952,0.9831,0.5686274509803921,50
CRcfe445caf-66,64.48062015503876,1739.6046511627908,1,129,0.03656,1.31,3528.0,0.96,0.9341,0.813953488372093,50
CRcfe445caf-67,604.4809242342826,1282.2221923696936,3,3722,0.08392,1.678,44350.0,0.9949,0.9502,0.8428264373992477,50
CRcfe445caf-68,19.944444444444443,1801.2685185185185,1,108,0.05657,4.044,1909.0,0.9874,0.942,0.8611111111111112,50
CRcfe445caf-69,848.6976387611162,1051.5728304201166,3,3261,0.0958,1.585,34040.0,0.9959,0.9588,0.7681692732290708,50
CRcfe445caf-70,1245.425,650.225,2,40,0.03704,2.132,1080.0,0.9486,0.8855,0.8,50
CRcfe445caf-71,1501.749652294854,407.98470097357443,3,1438,0.07112,1.76,20220.0,0.9919,0.9293,0.9909596662030598,50
CRcfe445caf-72,1799.1272171253822,122.59327217125383,1,1635,0.1349,1.457,12120.0,0.9966,0.9608,0.6403669724770642,50
CRcfe445caf-73,518.2,1364.741935483871,4,155,0.05356,1.459,2894.0,0.99,0.8495,0.7161290322580646,50
CRcfe445caf-74,396.8931623931624,1514.3397435897436,1,468,0.02836,1.36,16500.0,0.9451,0.9354,0.8076923076923077,50
CRcfe445caf-75,1394.5,530.0,1,10,0.4082,8.616,24.5,0.9963,0.872,0.8,50
CRcfe445caf-76,165.61481481481482,1721.1629629629629,1,135,0.02255,2.126,5986.0,0.9442,0.8821,0.9333333333333333,50
CRcfe445caf-77,741.7593081207857,1173.4130753444738,3,3411,0.1177,1.352,28990.0,0.9966,0.9311,0.8220463207270595,50
CRcfe445caf-78,1290.5,643.875,2,8,0.1301,3.27,61.5,0.9893,0.9225,1.0,50
CRcfe445caf-79,1664.9966124661246,378.3370596205962,3,2952,0.08297,1.18,35580.0,0.996,0.9325,0.9986449864498645,50
CRcfe445caf-80,998.25,947.5,3,16,0.1441,6.442,111.0,0.9926,0.96,0.9375,50
CRcfe445caf-81,892.8660351826793,1191.2868741542625,3,739,0.07361,1.247,10040.0,0.9946,0.8627,0.8051420838971584,50
CRcfe445caf-82,1815.0848484848484,35.292929292929294,3,495,0.06609,1.542,7490.0,0.9945,0.9095,0.9636363636363636,50
CRcfe445caf-83,281.03621169916437,1714.6796657381615,1,359,0.02609,1.871,13760.0,0.9583,0.8832,0.8105849582172702,50
CRcfe445caf-84,124.6,1853.875,1,40,0.1441,2.929,277.5,0.9936,0.9465,0.8,50
CRcfe445caf-85,1037.8775510204082,920.9183673469388,1,49,0.07385,11.55,663.5,0.9856,0.9376,0.7959183673469388,50
CRcfe445caf-86,563.8939708939708,1468.0,2,481,0.03438,1.439,13990.0,0.976,0.9121,0.8274428274428275,50
CRcfe445caf-87,1090.402985074627,896.3432835820895,1,67,0.09753,1.971,687.0,0.9937,0.9639,0.8059701492537313,50
CRcfe445caf-88,874.3125,1133.125,1,16,0.09877,2.096,162.0,0.9952,0.8488,1.0,50
CRcfe445caf-89,365.1776649746193,1632.5939086294416,1,197,0.02351,4.448,8379.0,0.9602,0.8983,0.8324873096446701,50
CRcfe445caf-90,214.0188679245283,1814.9150943396226,1,106,0.03738,3.475,2836.0,0.9436,0.9321,0.8679245283018868,50
CRcfe445caf-91,1829.8105335157318,402.71819425444596,3,1462,0.06229,1.408,23470.0,0.9908,0.9058,0.9897400820793434,50
CRcfe445caf-92,830.2129032258065,1308.7516129032258,3,2480,0.0741,1.707,33470.0,0.9923,0.9504,0.8112903225806452,50
CRcfe445caf-93,484.5,1588.1875,1,32,0.186,4.836,172.0,0.9949,0.9244,0.96875,50
CRcfe445caf-94,1509.875,563.375,1,16,0.2336,10.06,68.5,0.9952,0.9462,0.9375,50
CRcfe445caf-95,1429.0416666666667,636.7083333333334,1,24,0.1364,1.615,176.0,0.9941,0.9767,0.9583333333333334,50
CRcfe445caf-96,169.33898305084745,1922.8305084745762,1,59,0.03189,2.646,1850.0,0.955,0.8519,0.8135593220338984,50
CRcfe445caf-97,1216.508097165992,861.3987854251012,2,988,0.03511,2.821,28140.0,0.9731,0.9514,0.5728744939271255,50
CRcfe445caf-98,977.1862745098039,1157.5686274509803,1,102,0.04554,12.58,2240.0,0.9869,0.9439,0.5784313725490197,50
CRcfe445caf-99,804.9583333333334,1307.875,1,24,0.2017,2.952,119.0,0.9967,0.795,1.0,50
CRcfe445caf-100,1088.9722222222222,1014.6018518518518,1,108,0.06413,3.11,1684.0,0.991,0.9741,0.7685185185185185,50
CRcfe445caf-101,567.0961538461538,1531.2820512820513,1,156,0.108,5.639,1444.0,0.996,0.9322,0.8205128205128205,50
CRcfe445caf-102,1951.877154497023,102.49608273268568,3,3191,0.08735,1.193,36530.0,0.9963,0.9458,0.9899717956753369,50
CRcfe445caf-103,426.3478260869565,1696.4492753623188,1,69,0.03861,1.525,1787.0,0.9473,0.8814,0.8985507246376812,50
CRcfe445caf-104,934.6486486486486,1197.4054054054054,1,37,0.06508,6.732,568.5,0.9949,0.8638,1.0,50
CRcfe445caf-105,1934.1324470704087,278.43131462333827,3,2031,0.09299,1.479,21840.0,0.9965,0.9081,0.9807976366322009,50
CRcfe445caf-106,1163.967741935484,954.016129032258,1,124,0.07163,1.578,1731.0,0.9919,0.9697,0.7016129032258065,50
CRcfe445caf-107,704.8225371120108,1529.6025641025642,2,1482,0.03863,1.862,38360.0,0.9797,0.9132,0.8697705802968961,50
CRcfe445caf-108,561.81654676259,1592.8453237410072,2,556,0.03717,1.278,14960.0,0.9721,0.9153,0.8237410071942446,50
CRcfe445caf-109,1034.7428571428572,1104.6,1,105,0.0499,3.031,2104.0,0.9911,0.9272,0.6952380952380952,50
CRcfe445caf-110,314.7916666666667,1842.5,1,48,0.07805,1.066,615.0,0.9897,0.9175,0.5208333333333334,50
CRcfe445caf-111,1576.357142857143,599.7142857142857,1,14,0.14,1.828,100.0,0.9871,0.9529,1.0,50
CRcfe445caf-112,361.8076923076923,1804.6483516483515,1,182,0.04904,2.509,3711.0,0.9621,0.9136,0.9560439560439561,50
CRcfe445caf-113,543.7105263157895,1708.7206477732793,2,494,0.0359,1.523,13760.0,0.9641,0.8821,0.8502024291497976,50
CRcfe445caf-114,125.0,2098.090909090909,3,11,0.1818,4.093,60.5,0.9944,0.9436,1.0,50
CRcfe445caf-115,330.475499092559,1964.9473684210527,1,551,0.02777,2.057,19840.0,0.9555,0.9198,0.7622504537205081,50
CRcfe445caf-116,424.125,1815.25,1,8,0.5,3.991,16.0,0.9964,0.91,0.75,50
CRcfe445caf-117,1326.4340836012861,979.9742765273312,1,311,0.02797,2.39,11120.0,0.9827,0.921,0.5884244372990354,50
CRcfe445caf-118,2081.4290935672516,245.77412280701753,3,2736,0.1041,1.254,26290.0,0.9966,0.9182,0.9963450292397661,50
CRcfe445caf-119,2115.676834295136,83.90272052761748,3,2426,0.09646,1.381,25150.0,0.9965,0.9303,1.0,50
CRcfe445caf-120,1130.716814159292,1144.9646017699115,1,113,0.04473,2.428,2526.0,0.9812,0.9444,0.7168141592920354,50
CRcfe445caf-121,2253.1118508655127,70.16511318242344,3,1502,0.07421,1.308,20240.0,0.9905,0.9311,0.992676431424767,50
CRcfe445caf-122,990.75,1321.4166666666667,2,12,0.2286,3.885,52.5,0.9914,0.9333,0.75,50
CRcfe445caf-123,1842.6582278481012,487.55696202531647,1,79,0.1025,3.698,770.5,0.9949,0.9825,0.8987341772151899,50
CRcfe445caf-124,860.8333333333334,1496.4179229480737,2,1194,0.04318,2.07,27650.0,0.9771,0.9337,0.8023450586264657,50
CRcfe445caf-125,679.1494252873563,1755.1858237547892,2,1044,0.03096,1.076,33720.0,0.9595,0.8917,0.8266283524904214,50
CRcfe445caf-126,1435.6969696969697,905.6060606060606,1,33,0.07424,2.066,444.5,0.9902,0.937,0.8181818181818182,50
CRcfe445caf-127,1235.2688679245282,1125.1792452830189,1,212,0.05905,2.382,3590.0,0.9898,0.974,0.839622641509434,50
CRcfe445caf-128,1107.253164556962,1254.5189873417721,1,79,0.08041,1.415,982.5,0.9895,0.9527,0.6962025316455697,50
CRcfe445caf-129,1035.4444444444443,1338.7777777777778,1,9,1.5,5.841,6.0,0.9943,0.9067,1.0,50
CRcfe445caf-130,1553.6057142857144,825.9371428571428,1,525,0.05147,1.381,10200.0,0.9847,0.9653,0.8819047619047619,50
CRcfe445caf-131,1092.3333333333333,1289.888888888889,1,9,0.3913,8.342,23.0,0.995,0.9556,1.0,50
CRcfe445caf-132,187.02739726027397,2216.3835616438355,1,73,0.09574,1.264,762.5,0.9918,0.9874,0.7671232876712328,50
CRcfe445caf-133,2240.2219089810715,216.47684252919856,3,2483,0.08428,1.149,29460.0,0.9934,0.9241,0.9991945227547322,50
CRcfe445caf-134,1061.4666666666667,1338.4,1,15,0.4167,2.177,36.0,0.9955,0.9547,1.0,50
CRcfe445caf-135,2020.9947842579422,399.0365101944049,3,2109,0.07132,1.575,29570.0,0.9921,0.923,0.9981033665244191,50
CRcfe445caf-136,355.9,2062.1,1,10,0.1739,2.456,57.5,0.9942,0.876,0.5,50
CRcfe445caf-137,583.5520833333334,1841.2291666666667,1,96,0.05714,14.0,1680.0,0.9925,0.8681,0.7604166666666666,50
CRcfe445caf-138,1824.0357142857142,622.9285714285714,2,56,0.03799,5.081,1474.0,0.9812,0.8979,0.7321428571428571,50
CRcfe445caf-139,1655.1033333333332,783.2733333333333,1,600,0.02689,1.732,22310.0,0.9777,0.8974,0.585,50
CRcfe445caf-140,494.27868852459017,1978.4590163934427,1,61,0.08455,3.765,721.5,0.9942,0.9613,0.9016393442622951,50
CRcfe445caf-141,833.9672818791946,1693.0302013422818,2,1192,0.03422,1.346,34830.0,0.9588,0.9094,0.7407718120805369,50
CRcfe445caf-142,724.7777777777778,1733.7936507936508,1,63,0.09775,7.521,644.5,0.9964,0.9298,0.9841269841269841,50
CRcfe445caf-143,1030.9601518026566,1510.4943074003795,2,1054,0.03191,1.577,33030.0,0.9674,0.9049,0.8377609108159393,50
CRcfe445caf-144,1250.8910505836575,1242.9922178988327,1,257,0.04507,5.44,5702.0,0.989,0.9735,0.5836575875486382,50
CRcfe445caf-145,1340.260663507109,1170.995260663507,1,211,0.06084,6.34,3468.0,0.9879,0.9696,0.7582938388625592,50
CRcfe445caf-146,204.57142857142858,2259.5,1,14,0.1014,3.011,138.0,0.9818,0.9043,0.8571428571428571,50
CRcfe445caf-147,1491.581220657277,1033.3427230046948,4,1065,0.04935,1.174,21580.0,0.9883,0.925,0.8685446009389671,50
CRcfe445caf-148,1168.1030927835052,1305.0103092783504,1,97,0.04748,2.038,2043.0,0.982,0.9423,0.5670103092783505,50
CRcfe445caf-149,958.1384615384616,1522.446153846154,1,65,0.1418,3.581,458.5,0.9962,0.9425,0.9846153846153847,50
CRcfe445caf-150,813.2869565217392,1824.5652173913043,2,115,0.03023,2.824,3804.0,0.9454,0.8167,0.8782608695652174,50
CRcfe445caf-151,1148.7,1355.6,1,10,0.4444,2.803,22.5,0.9957,0.954,1.0,50
CRcfe445caf-152,2209.2583846680354,381.20294318959617,3,2922,0.07422,1.464,39370.0,0.9921,0.9501,0.9948665297741273,50
CRcfe445caf-153,573.5063538611926,1962.071358748778,2,1023,0.02985,1.725,34270.0,0.9523,0.9302,0.9022482893450635,50
CRcfe445caf-154,1636.439024390244,928.780487804878,1,82,0.0625,10.71,1312.0,0.9903,0.9539,0.7195121951219512,50
CRcfe445caf-155,1405.98,1143.88,1,50,0.08636,4.454,579.0,0.9928,0.9388,0.82,50
CRcfe445caf-156,2372.1111111111113,188.94444444444446,1,18,0.439,1.405,41.0,0.9963,0.9689,1.0,50
CRcfe445caf-157,2445.824345146379,145.44684129429893,3,649,0.01635,1.711,39700.0,0.8879,0.8353,0.7272727272727273,50
CRcfe445caf-158,381.9,2195.1,1,10,0.1905,3.451,52.5,0.9921,0.974,1.0,50
CRcfe445caf-159,1323.0714285714287,1255.7142857142858,1,28,0.3457,1.539,81.0,0.9959,0.9821,0.8928571428571429,50
CRcfe445caf-160,1822.4583333333333,782.5902777777778,1,144,0.05087,8.37,2831.0,0.9818,0.9212,0.4305555555555556,50
CRcfe445caf-161,795.038961038961,1798.7402597402597,1,77,0.09032,4.86,852.5,0.996,0.8631,0.8831168831168831,50
CRcfe445caf-162,1771.9272727272728,846.6181818181818,1,55,0.0691,3.289,796.0,0.9844,0.9502,0.4909090909090909,50
CRcfe445caf-163,1720.5,900.625,1,8,0.5926,7.367,13.5,0.9957,0.935,0.75,50
CRcfe445caf-164,1250.340909090909,1381.1818181818182,1,88,0.06272,2.619,1403.0,0.9861,0.9582,0.6022727272727273,50
CRcfe445caf-165,1198.7037552155773,1477.1488178025036,2,719,0.03242,2.202,22180.0,0.9631,0.9086,0.9012517385257302,50
CRcfe445caf-166,981.875,1646.21875,1,96,0.1881,11.42,510.5,0.9963,0.9133,0.9791666666666666,50
CRcfe445caf-167,711.7741935483871,1924.7709677419355,2,310,0.02925,1.673,10600.0,0.9383,0.843,0.9193548387096774,50
CRcfe445caf-168,1339.6,1324.2666666666667,1,15,0.1415,1.306,106.0,0.9922,0.948,1.0,50
CRcfe445caf-169,2634.677367576244,197.62600321027287,3,623,0.01623,1.035,38390.0,0.8658,0.8489,0.7447833065810594,50
CRcfe445caf-170,1520.929111531191,1179.397920604915,4,2116,0.06227,1.071,33980.0,0.9937,0.9313,0.8917769376181475,50
CRcfe445caf-171,701.280487804878,1973.378048780488,1,82,0.09329,1.518,879.0,0.9965,0.9441,0.8658536585365854,50
CRcfe445caf-172,1317.0,1370.2340425531916,1,47,0.1345,2.131,349.5,0.9924,0.9621,1.0,50
CRcfe445caf-173,1166.5185185185185,1543.6296296296296,1,108,0.08207,5.514,1316.0,0.9936,0.9598,0.8518518518518519,50
CRcfe445caf-174,1164.5702036441587,1619.2615219721329,2,933,0.03917,1.234,23820.0,0.9842,0.892,0.9603429796355841,50
CRcfe445caf-175,1058.4687280393534,1729.3661278988054,2,1423,0.03175,2.023,44820.0,0.9527,0.942,0.9107519325368939,50
CRcfe445caf-176,1321.0,1410.3488372093022,1,43,0.1257,2.367,342.0,0.9938,0.9344,0.8837209302325582,50
CRcfe445caf-177,1607.6,1128.56,1,25,0.09328,2.236,268.0,0.9951,0.912,1.0,50
CRcfe445caf-178,2025.4,735.8692307692307,1,260,0.05334,2.005,4874.0,0.9929,0.8566,0.8423076923076923,50
CRcfe445caf-179,730.998,2058.655,2,1000,0.0347,1.731,28820.0,0.9637,0.8832,0.907,50
CRcfe445caf-180,536.3835616438356,2261.5068493150684,2,73,0.02056,9.912,3550.0,0.9391,0.637,1.0,50
CRcfe445caf-181,2376.40625,372.09375,1,32,0.1633,3.761,196.0,0.9964,0.8631,0.84375,50
CRcfe445caf-182,2386.104895104895,370.7062937062937,3,143,0.02144,1.91,6670.0,0.9256,0.8456,0.7972027972027972,50
CRcfe445caf-183,1119.3457943925234,1630.233644859813,1,107,0.1457,8.607,734.5,0.9963,0.9421,0.9906542056074766,50
CRcfe445caf-184,941.3333333333334,1808.0,1,6,1.714,11.78,3.5,0.9965,0.9533,1.0,50
CRcfe445caf-185,1803.4534161490683,1011.9337474120083,4,483,0.04439,1.485,10880.0,0.9862,0.893,0.9875776397515528,50
CRcfe445caf-186,2077.139705882353,662.0496323529412,3,1088,0.04658,3.088,23360.0,0.9882,0.9075,0.6488970588235294,50
CRcfe445caf-187,2493.8064516129034,305.4375,3,496,0.01941,1.85,25550.0,0.8935,0.8602,0.7298387096774194,50
CRcfe445caf-188,857.2473429951691,1987.5971014492754,2,1035,0.03185,2.209,32500.0,0.9601,0.9261,0.8753623188405797,50
CRcfe445caf-189,1342.591836734694,1449.265306122449,2,98,0.0166,2.045,5905.0,0.9248,0.8086,0.9693877551020408,50
CRcfe445caf-190,1458.5913272010512,1332.9132720105124,4,761,0.05299,1.399,14360.0,0.988,0.923,0.7647831800262812,50
CRcfe445caf-191,2642.92,140.68,1,50,0.1157,1.615,432.0,0.9963,0.9588,0.98,50
CRcfe445caf-192,2226.4451382694024,612.413916146298,3,1121,0.0498,1.811,22510.0,0.9907,0.9136,0.6779661016949152,50
CRcfe445caf-193,1303.7407407407406,1478.7037037037037,1,54,0.1234,1.721,437.5,0.9955,0.9585,0.8703703703703703,50
CRcfe445caf-194,1669.0787774429616,1051.4421007318124,4,2323,0.06724,1.212,34550.0,0.9948,0.9389,0.8519156263452432,50
CRcfe445caf-195,1316.1447852760737,1586.3460122699387,2,815,0.03238,1.283,25170.0,0.9492,0.9077,0.90920245398773,50
CRcfe445caf-196,891.5555555555555,1916.4444444444443,1,36,0.08501,3.813,423.5,0.9913,0.8967,0.9722222222222222,50
CRcfe445caf-197,594.208722741433,2141.4158878504672,2,642,0.02375,1.961,27030.0,0.9026,0.8895,0.9392523364485982,50
CRcfe445caf-198,2088.7894736842104,769.7894736842105,1,19,0.0608,1.543,312.5,0.988,0.9032,1.0,50
CRcfe445caf-199,1870.3,981.35,1,20,0.08639,1.504,231.5,0.9912,0.935,0.8,50
CRcfe445caf-200,985.7439024390244,1861.2926829268292,1,82,0.0848,3.16,967.0,0.9955,0.8237,0.8902439024390244,50
CRcfe445caf-201,561.8059701492538,2297.0149253731342,1,67,0.1705,1.739,393.0,0.996,0.8621,0.7611940298507462,50
CRcfe445caf-202,882.2105263157895,2156.593984962406,2,133,0.01553,1.355,8563.0,0.8521,0.8068,0.9774436090225563,50
CRcfe445caf-203,1494.6511627906978,1372.0232558139535,1,43,0.07407,3.143,580.5,0.9866,0.8167,1.0,50
CRcfe445caf-204,1075.304347826087,1808.304347826087,1,23,0.257,1.314,89.5,0.9967,0.9061,0.9565217391304348,50
CRcfe445caf-205,950.15,1935.25,1,20,0.1099,1.772,182.0,0.9962,0.911,1.0,50
CRcfe445caf-206,1568.65,1316.75,1,80,0.103,1.737,777.0,0.9963,0.9253,1.0,50
CRcfe445caf-207,1796.0904761904762,1145.6107142857143,4,840,0.05125,1.641,16390.0,0.9907,0.8998,0.861904761904762,50
CRcfe445caf-208,1678.9106678230703,1204.3425845620122,4,1153,0.06604,1.307,17460.0,0.9948,0.8879,0.8230702515177797,50
CRcfe445caf-209,1413.2317073170732,1483.2682926829268,1,82,0.07565,2.145,1084.0,0.9885,0.9429,0.8902439024390244,50
CRcfe445caf-210,1603.0501089324619,1333.0806100217865,4,918,0.04437,1.478,20690.0,0.9896,0.8923,0.9335511982570807,50
CRcfe445caf-211,1017.3158371040724,1945.5837104072398,4,1105,0.04633,1.296,23850.0,0.9874,0.9228,0.7484162895927602,50
CRcfe445caf-212,1290.1798715203427,1757.6092077087794,2,934,0.02688,1.614,34750.0,0.9419,0.9252,0.930406852248394,50
CRcfe445caf-213,1988.7407407407406,956.1851851851852,1,54,0.06618,1.467,816.0,0.9879,0.9467,0.5925925925925926,50
CRcfe445caf-214,1897.3263157894737,1043.8105263157895,1,95,0.04767,11.24,1993.0,0.987,0.6617,0.7894736842105263,50
CRcfe445caf-215,2111.7058353317348,796.7665867306155,3,1251,0.04976,1.433,25140.0,0.9884,0.908,0.9184652278177458,50
CRcfe445caf-216,2060.3659574468084,903.9489361702127,1,235,0.03954,1.576,5944.0,0.9783,0.8999,0.5829787234042553,50
CRcfe445caf-217,2179.866666666667,748.0666666666667,1,15,0.163,2.286,92.0,0.9964,0.8707,1.0,50
CRcfe445caf-218,761.2960288808664,2236.0505415162456,2,831,0.02506,1.139,33160.0,0.9218,0.9099,0.7918170878459687,50
CRcfe445caf-219,2289.4166666666665,677.2647058823529,1,204,0.0715,2.199,2853.0,0.9954,0.878,0.9558823529411765,50
