Cellid,X,Y,W,H,cX,cY,Aera
5916,3933,3086,25,33,3945.003049,3101.210366,328
5917,6044,3087,1,1,6044,3087,1
5918,7605,3087,1,1,7605,3087,1
5919,9413,3087,1,1,9413,3087,1
5920,9420,3087,1,1,9420,3087,1
5921,9424,3087,1,1,9424,3087,1
5922,9459,3087,1,1,9459,3087,1
5923,3932,3088,1,1,3932,3088,1
5924,3936,3089,3,3,3937,3090.25,4
5925,3938,3088,1,1,3938,3088,1
5926,3940,3088,3,3,3941,3089,4
5927,3955,3088,1,1,3955,3088,1
5928,3958,3088,1,1,3958,3088,1
5929,5312,3088,2,2,5312.5,3088.5,4
5930,5568,3088,1,1,5568,3088,1
5931,6371,3088,1,1,6371,3088,1
5932,7543,3089,1,1,7543,3089,1
5933,7547,3089,3,3,7548.2,3090.2,5
5934,7555,3089,1,1,7555,3089,1
5935,8448,3088,1,1,8448,3088,1
5936,9432,3088,1,1,9432,3088,1
5937,9492,3088,1,1,9492,3088,1
5938,9542,3089,1,1,9542,3089,1
5939,10319,3088,1,1,10319,3088,1
5940,3930,3090,4,4,3931.75,3091.5,8
5941,3958,3090,1,2,3958,3090.5,2
5942,5338,3090,1,1,5338,3090,1
5943,6299,3091,2,2,6299.666667,3091.333333,3
5944,7552,3090,1,1,7552,3090,1
5945,9434,3091,1,1,9434,3091,1
5946,9490,3091,1,1,9490,3091,1
5947,9543,3091,1,1,9543,3091,1
5948,10425,3090,1,1,10425,3090,1
5949,3937,3093,1,1,3937,3093,1
5950,5993,3093,1,1,5993,3093,1
5951,7531,3092,1,1,7531,3092,1
5952,7547,3093,1,1,7547,3093,1
5953,7565,3093,1,2,7565,3093.5,2
5954,9437,3092,1,1,9437,3092,1
5955,9449,3093,1,1,9449,3093,1
5956,10426,3093,1,1,10426,3093,1
5957,3929,3095,2,1,3929.5,3095,2
5958,3934,3095,1,1,3934,3095,1
5959,5323,3094,25,26,5335.418301,3106.335512,459
5960,6036,3095,1,1,6036,3095,1
5961,6299,3095,1,1,6299,3095,1
5962,7532,3095,1,1,7532,3095,1
5963,10576,3095,1,1,10576,3095,1
5964,5323,3096,1,1,5323,3096,1
5965,5348,3096,1,1,5348,3096,1
5966,7571,3097,5,4,7573.076923,3098.538462,13
5967,7600,3096,4,8,7601.636364,3099.272727,22
5968,10419,3099,1,1,10419,3099,1
5969,10571,3098,1,1,10571,3098,1
5970,3957,3100,3,3,3958,3101,4
5971,5321,3100,1,1,5321,3100,1
5972,5583,3100,1,1,5583,3100,1
5973,5631,3100,1,1,5631,3100,1
5974,6001,3101,1,1,6001,3101,1
5975,6030,3101,1,1,6030,3101,1
5976,7520,3100,2,2,7520.5,3100.5,4
5977,5570,3102,2,2,5570.5,3102.5,4
5978,7534,3102,2,2,7534.5,3102.5,4
5979,7539,3103,1,1,7539,3103,1
5980,7575,3102,1,1,7575,3102,1
5981,7606,3102,1,1,7606,3102,1
5982,3957,3104,1,1,3957,3104,1
5983,3959,3105,1,1,3959,3105,1
5984,4520,3104,2,2,4520.5,3104.5,4
5985,5351,3104,1,1,5351,3104,1
5986,5630,3104,2,3,5630.4,3104.8,5
5987,7537,3104,2,2,7537.5,3104.5,2
5988,7547,3104,1,1,7547,3104,1
5989,7570,3105,2,2,7570.5,3105.5,2
5990,9542,3104,2,2,9542.5,3104.5,4
5991,3930,3106,1,1,3930,3106,1
5992,3958,3107,2,2,3958.5,3107.5,2
5993,4532,3107,1,1,4532,3107,1
5994,4534,3106,2,2,4534.5,3106.5,2
5995,5351,3107,1,1,5351,3107,1
5996,7528,3106,1,1,7528,3106,1
5997,7531,3107,9,11,7535.163265,3111.877551,49
5998,7573,3107,7,7,7576,3109.5,28
5999,7579,3106,2,1,7579.5,3106,2
6000,3957,3109,2,2,3957.5,3109.5,2
6001,5631,3109,1,1,5631,3109,1
6002,10416,3108,1,1,10416,3108,1
6003,4535,3110,1,1,4535,3110,1
6004,5321,3110,1,1,5321,3110,1
6005,5628,3110,2,2,5628.5,3110.5,4
6006,10418,3111,1,1,10418,3111,1
6007,3933,3112,1,1,3933,3112,1
6008,3944,3113,1,1,3944,3113,1
6009,4497,3112,65,77,4527.581266,3147.573511,3224
6010,4538,3113,1,1,4538,3113,1
6011,4543,3113,1,1,4543,3113,1
6012,5322,3112,1,1,5322,3112,1
6013,5347,3112,1,1,5347,3112,1
6014,5856,3112,2,2,5856.5,3112.5,4
6015,5867,3112,5,5,5868.631579,3113.736842,19
6016,7540,3112,1,2,7540,3112.5,2
6017,7542,3112,2,2,7542.5,3112.5,2
6018,7583,3112,1,1,7583,3112,1
6019,8453,3113,1,2,8453,3113.5,2
6020,10104,3113,1,2,10104,3113.5,2
6021,10559,3112,1,1,10559,3112,1
6022,3930,3114,1,1,3930,3114,1
6023,3938,3114,3,10,3938.846154,3118.846154,13
6024,3941,3115,6,3,3943.25,3115.875,8
6025,4536,3114,1,1,4536,3114,1
6026,7569,3114,3,4,7570,3115.5,10
6027,8385,3115,1,1,8385,3115,1
6028,9550,3114,2,2,9550.5,3114.5,4
6029,10317,3115,1,1,10317,3115,1
6030,3931,3116,1,1,3931,3116,1
6031,3945,3117,2,2,3945.5,3117.5,2
6032,3949,3116,1,1,3949,3116,1
6033,5622,3116,1,1,5622,3116,1
6034,5628,3116,2,2,5628.5,3116.5,4
6035,6366,3116,1,1,6366,3116,1
6036,7579,3116,1,1,7579,3116,1
6037,10096,3116,4,2,10097.5,3116.5,8
6038,3932,3118,1,1,3932,3118,1
6039,3950,3118,1,1,3950,3118,1
6040,5344,3118,2,2,5344.5,3118.5,4
6041,5618,3118,1,1,5618,3118,1
6042,5864,3119,1,1,5864,3119,1
6043,5867,3118,3,2,5868.2,3118.4,5
6044,7530,3119,1,1,7530,3119,1
6045,7552,3119,1,1,7552,3119,1
6046,7583,3119,1,1,7583,3119,1
6047,8448,3119,2,2,8448.5,3119.5,2
6048,10104,3119,1,1,10104,3119,1
6049,10417,3119,1,1,10417,3119,1
6050,3943,3120,1,1,3943,3120,1
6051,4504,3120,1,1,4504,3120,1
6052,4559,3120,1,1,4559,3120,1
6053,5593,3121,1,1,5593,3121,1
6054,7536,3120,1,1,7536,3120,1
6055,10416,3121,1,1,10416,3121,1
6056,16330,3121,1,2,16330,3121.5,2
6057,3941,3122,2,2,3941.333333,3122.333333,3
6058,4557,3122,1,1,4557,3122,1
6059,4559,3123,1,1,4559,3123,1
6060,5592,3123,1,1,5592,3123,1
6061,5615,3122,1,1,5615,3122,1
6062,7528,3123,1,1,7528,3123,1
6063,7541,3122,1,1,7541,3122,1
6064,7543,3123,1,1,7543,3123,1
6065,7556,3122,1,1,7556,3122,1
6066,7572,3123,1,1,7572,3123,1
6067,7574,3123,2,1,7574.5,3123,2
6068,8067,3122,1,1,8067,3122,1
6069,8070,3122,1,2,8070,3122.5,2
6070,10104,3122,1,1,10104,3122,1
6071,16335,3123,1,1,16335,3123,1
6072,5599,3125,2,1,5599.5,3125,2
6073,6355,3124,1,1,6355,3124,1
6074,8454,3124,1,1,8454,3124,1
6075,9538,3124,1,1,9538,3124,1
6076,3943,3127,1,1,3943,3127,1
6077,4557,3127,1,1,4557,3127,1
6078,5609,3126,1,1,5609,3126,1
6079,6351,3127,1,1,6351,3127,1
6080,6354,3127,1,1,6354,3127,1
6081,7529,3127,1,1,7529,3127,1
6082,7556,3126,1,1,7556,3126,1
6083,7574,3127,2,1,7574.5,3127,2
6084,8064,3127,1,1,8064,3127,1
6085,8012,3127,78,91,8051.867044,3175.300349,4588
6086,8392,3126,1,1,8392,3126,1
6087,8455,3127,1,1,8455,3127,1
6088,8458,3126,2,2,8458.5,3126.5,4
6089,9538,3127,1,1,9538,3127,1
6090,10108,3127,2,1,10108.5,3127,2
6091,10318,3127,1,1,10318,3127,1
6092,10416,3127,1,1,10416,3127,1
6093,16331,3126,4,4,16332.71429,3127.5,14
6094,3832,3129,1,1,3832,3129,1
6095,3834,3128,1,1,3834,3128,1
6096,3836,3128,1,1,3836,3128,1
6097,4499,3128,1,1,4499,3128,1
6098,5605,3129,1,1,5605,3129,1
6099,5596,3129,28,32,5608.764977,3144.241167,651
6100,5620,3129,1,1,5620,3129,1
6101,5622,3129,1,1,5622,3129,1
6102,7158,3129,1,1,7158,3129,1
6103,7551,3128,2,2,7551.5,3128.5,2
6104,8050,3128,1,1,8050,3128,1
6105,8071,3129,1,1,8071,3129,1
6106,10420,3128,2,1,10420.5,3128,2
6107,5599,3130,1,1,5599,3130,1
6108,8069,3130,1,1,8069,3130,1
6109,8409,3131,1,1,8409,3131,1
6110,8438,3130,2,2,8438.5,3130.5,4
6111,9489,3130,1,1,9489,3130,1
6112,10421,3130,1,1,10421,3130,1
6113,10424,3130,1,1,10424,3130,1
6114,16328,3131,1,1,16328,3131,1
6115,17704,3130,2,3,17704.6,3130.8,5
6116,3832,3132,4,2,3833.5,3132.5,8
6117,4500,3132,1,1,4500,3132,1
6118,7158,3132,2,1,7158.5,3132,2
6119,7529,3132,1,1,7529,3132,1
6120,8398,3132,2,2,8398.5,3132.5,4
6121,8417,3133,2,2,8417.5,3133.5,2
6122,8456,3132,2,2,8456.5,3132.5,4
6123,9491,3132,1,1,9491,3132,1
6124,10237,3133,1,1,10237,3133,1
6125,10246,3132,1,1,10246,3132,1
6126,10251,3133,1,1,10251,3133,1
6127,10422,3132,2,2,10422.5,3132.5,2
6128,10426,3132,1,1,10426,3132,1
6129,16333,3133,1,1,16333,3133,1
6130,7156,3134,8,10,7159.651163,3138.860465,43
6131,7531,3135,1,1,7531,3135,1
6132,7535,3134,1,1,7535,3134,1
6133,7566,3134,2,2,7566.5,3134.5,4
6134,8438,3134,2,2,8438.5,3134.5,4
6135,9494,3134,1,2,9494,3134.5,2
6136,10114,3134,2,2,10114.5,3134.5,4
6137,10238,3135,1,1,10238,3135,1
6138,10242,3134,1,1,10242,3134,1
6139,10254,3134,1,1,10254,3134,1
6140,10256,3135,1,1,10256,3135,1
6141,10307,3134,1,1,10307,3134,1
6142,10422,3135,1,1,10422,3135,1
6143,10427,3134,1,1,10427,3134,1
6144,4564,3136,1,1,4564,3136,1
6145,8037,3137,1,1,8037,3137,1
6146,9717,3136,1,1,9717,3136,1
6147,10091,3136,8,4,10095.16667,3137.5,12
6148,10122,3137,1,1,10122,3137,1
6149,8035,3139,1,1,8035,3139,1
6150,8421,3138,1,2,8421,3138.5,2
6151,8428,3139,4,2,8429.5,3139.5,4
6152,9518,3138,1,1,9518,3138,1
6153,10103,3139,1,1,10103,3139,1
6154,10228,3138,1,1,10228,3138,1
6155,10230,3138,1,1,10230,3138,1
6156,10424,3138,1,1,10424,3138,1
6157,10426,3139,1,2,10426,3139.5,2
6158,10540,3138,1,1,10540,3138,1
6159,10543,3139,1,1,10543,3139,1
6160,7155,3141,1,1,7155,3141,1
6161,7559,3140,1,2,7559,3140.5,2
6162,8032,3140,1,1,8032,3140,1
6163,8431,3141,1,2,8431,3141.5,2
6164,9504,3141,1,1,9504,3141,1
6165,9715,3141,1,1,9715,3141,1
6166,10090,3140,21,25,10098.81498,3151.770925,227
6167,10128,3140,2,1,10128.5,3140,2
6168,10294,3141,2,2,10294.5,3141.5,2
6169,7153,3143,1,1,7153,3143,1
6170,7557,3142,1,1,7557,3142,1
6171,9504,3143,1,1,9504,3143,1
6172,9519,3143,1,1,9519,3143,1
6173,9671,3143,101,98,9720.761813,3194.631146,7301
6174,10120,3143,1,1,10120,3143,1
6175,10224,3142,1,1,10224,3142,1
6176,10424,3143,1,1,10424,3143,1
6177,10542,3143,1,1,10542,3143,1
6178,4497,3145,1,1,4497,3145,1
6179,4894,3144,1,1,4894,3144,1
6180,4899,3144,1,1,4899,3144,1
6181,4903,3145,1,1,4903,3145,1
6182,4918,3145,1,1,4918,3145,1
6183,8024,3145,1,1,8024,3145,1
6184,8027,3145,1,1,8027,3145,1
6185,9732,3144,1,1,9732,3144,1
6186,9735,3144,1,1,9735,3144,1
6187,9737,3144,1,1,9737,3144,1
6188,10090,3144,2,2,10090.5,3144.5,2
6189,10094,3144,1,1,10094,3144,1
6190,4895,3146,1,1,4895,3146,1
6191,8079,3146,1,2,8079,3146.5,2
6192,9694,3147,6,3,9696.285714,3148.285714,7
6193,9723,3146,1,1,9723,3146,1
6194,9731,3146,1,1,9731,3146,1
6195,9737,3146,1,1,9737,3146,1
6196,4896,3148,1,1,4896,3148,1
6197,4798,3149,156,122,4875.828964,3204.323535,9764
6198,5593,3149,1,1,5593,3149,1
6199,9688,3148,1,1,9688,3148,1
6200,9691,3149,1,1,9691,3149,1
6201,9700,3149,2,2,9700.5,3149.5,2
6202,9739,3149,1,1,9739,3149,1
6203,10109,3149,2,2,10109.5,3149.5,2
6204,10130,3149,1,1,10130,3149,1
6205,10180,3149,1,1,10180,3149,1
6206,10215,3148,1,1,10215,3148,1
6207,5623,3150,1,2,5623,3150.5,2
6208,8024,3151,1,1,8024,3151,1
6209,8026,3151,2,1,8026.5,3151,2
6210,9688,3151,1,1,9688,3151,1
6211,9739,3151,1,1,9739,3151,1
6212,10132,3150,2,2,10132.66667,3150.666667,3
6213,10139,3151,1,1,10139,3151,1
6214,10165,3151,1,1,10165,3151,1
6215,10175,3151,1,1,10175,3151,1
6216,10218,3151,1,1,10218,3151,1
6217,10280,3151,1,1,10280,3151,1
6218,10435,3151,1,1,10435,3151,1
6219,4558,3153,1,2,4558,3153.5,2
6220,4883,3152,2,1,4883.5,3152,2
6221,4926,3152,2,2,4926.5,3152.5,4
6222,5594,3152,1,1,5594,3152,1
6223,5621,3153,1,1,5621,3153,1
6224,9690,3152,1,1,9690,3152,1
6225,9756,3152,4,2,9757.5,3152.5,8
6226,10088,3152,1,1,10088,3152,1
6227,10108,3152,1,1,10108,3152,1
6228,10532,3153,1,1,10532,3153,1
6229,5622,3155,1,1,5622,3155,1
6230,8018,3154,2,2,8018.666667,3154.333333,3
6231,9685,3155,2,2,9685.5,3155.5,4
6232,9688,3154,1,1,9688,3154,1
6233,10440,3154,1,1,10440,3154,1
6234,4926,3156,2,2,4926.5,3156.5,4
6235,9759,3156,1,1,9759,3156,1
6236,10104,3157,1,1,10104,3157,1
6237,10442,3156,1,1,10442,3156,1
6238,4556,3159,1,1,4556,3159,1
6239,4558,3159,1,1,4558,3159,1
6240,5616,3158,2,4,5616.571429,3159.714286,7
6241,9758,3159,1,1,9758,3159,1
6242,10091,3159,1,1,10091,3159,1
6243,10455,3159,1,1,10455,3159,1
6244,10458,3158,2,2,10458.5,3158.5,4
6245,10529,3158,2,2,10529.5,3158.5,2
6246,4872,3160,1,1,4872,3160,1
6247,4875,3161,1,1,4875,3161,1
6248,4937,3161,1,1,4937,3161,1
6249,5600,3160,1,1,5600,3160,1
6250,6700,3160,1,1,6700,3160,1
6251,7582,3161,1,1,7582,3161,1
6252,8083,3161,1,1,8083,3161,1
6253,9688,3160,1,1,9688,3160,1
6254,16585,3160,1,1,16585,3160,1
6255,16589,3161,2,2,16589.5,3161.5,2
6256,4496,3162,2,2,4496.5,3162.5,4
6257,5603,3162,1,1,5603,3162,1
6258,6696,3162,5,4,6697.833333,3163.333333,18
6259,7580,3163,1,1,7580,3163,1
6260,8018,3162,1,1,8018,3162,1
6261,8083,3163,1,1,8083,3163,1
6262,9685,3162,1,1,9685,3162,1
6263,10464,3162,1,2,10464,3162.5,2
6264,16583,3163,6,4,16585.47368,3164.578947,19
6265,4500,3164,1,1,4500,3164,1
6266,5600,3164,2,2,5600.5,3164.5,4
6267,5604,3164,1,1,5604,3164,1
6268,5610,3164,2,4,5610.5,3165.5,8
6269,8466,3164,38,43,8483.69281,3183.485839,918
6270,10096,3164,1,1,10096,3164,1
6271,16590,3164,2,2,16590.5,3164.5,4
6272,4496,3166,2,1,4496.5,3166,2
6273,4939,3167,1,1,4939,3167,1
6274,5600,3167,1,1,5600,3167,1
6275,6703,3167,1,1,6703,3167,1
6276,7578,3166,1,1,7578,3166,1
6277,7580,3166,1,1,7580,3166,1
6278,9680,3167,1,1,9680,3167,1
6279,10464,3166,2,2,10464.33333,3166.333333,3
6280,10468,3167,1,1,10468,3167,1
6281,10522,3166,1,1,10522,3166,1
6282,4226,3168,1,1,4226,3168,1
6283,4940,3169,1,2,4940,3169.5,2
6284,8012,3168,2,1,8012.5,3168,2
6285,8087,3168,1,1,8087,3168,1
6286,8469,3168,1,1,8469,3168,1
6287,10362,3169,6,7,10364.75,3172.2,20
6288,4840,3170,1,1,4840,3170,1
6289,4842,3170,1,1,4842,3170,1
6290,8014,3171,1,1,8014,3171,1
6291,10510,3171,1,2,10510,3171.5,2
6292,4842,3172,1,1,4842,3172,1
6293,8011,3172,1,1,8011,3172,1
6294,8502,3172,1,1,8502,3172,1
6295,9680,3173,1,1,9680,3173,1
6296,10501,3173,1,1,10501,3173,1
6297,4176,3174,107,95,4228.030896,3223.311338,7153
6298,4504,3175,1,1,4504,3175,1
6299,9772,3174,4,2,9773.5,3174.5,8
6300,10488,3174,1,1,10488,3174,1
6301,10500,3175,1,1,10500,3175,1
6302,10503,3175,1,1,10503,3175,1
6303,10511,3174,1,1,10511,3174,1
6304,4210,3177,3,1,4211,3177,3
6305,4243,3177,1,1,4243,3177,1
6306,4246,3177,2,2,4246.5,3177.5,2
6307,5186,3177,1,1,5186,3177,1
6308,8090,3176,1,2,8090,3176.5,2
6309,8467,3176,1,2,8467,3176.5,2
6310,9677,3176,1,1,9677,3176,1
6311,9679,3176,1,1,9679,3176,1
6312,10336,3177,1,1,10336,3177,1
6313,10338,3176,1,1,10338,3176,1
6314,10472,3177,1,1,10472,3177,1
6315,10487,3176,1,1,10487,3176,1
6316,4542,3179,1,1,4542,3179,1
6317,4832,3178,2,2,4832.5,3178.5,4
6318,4836,3179,1,1,4836,3179,1
6319,5190,3178,2,1,5190.5,3178,2
6320,9772,3178,1,1,9772,3178,1
6321,10472,3179,2,4,10472.6,3180.6,5
6322,10485,3178,2,1,10485.5,3178,2
6323,4204,3180,1,1,4204,3180,1
6324,4512,3180,2,2,4512.5,3180.5,4
6325,5184,3181,1,1,5184,3181,1
6326,10268,3181,84,115,10307.3733,3235.529978,5087
6327,4832,3182,1,1,4832,3182,1
6328,8011,3183,1,2,8011,3183.5,2
6329,9773,3183,1,1,9773,3183,1
6330,4191,3184,1,1,4191,3184,1
6331,4255,3185,1,1,4255,3185,1
6332,4826,3184,1,1,4826,3184,1
6333,6153,3184,1,1,6153,3184,1
6334,6166,3184,1,1,6166,3184,1
6335,6186,3184,2,2,6186.5,3184.5,4
6336,10345,3184,1,1,10345,3184,1
6337,10348,3185,1,1,10348,3185,1
6338,4258,3187,1,1,4258,3187,1
6339,4263,3186,1,1,4263,3186,1
6340,4793,3187,1,1,4793,3187,1
6341,4829,3187,1,1,4829,3187,1
6342,6159,3187,2,1,6159.5,3187,2
6343,6126,3186,79,62,6164.173387,3218.380184,3472
6344,8010,3186,1,1,8010,3186,1
6345,8092,3186,1,1,8092,3186,1
6346,10351,3186,1,1,10351,3186,1
6347,4524,3189,1,1,4524,3189,1
6348,4534,3189,1,1,4534,3189,1
6349,4790,3189,10,12,4794.052632,3194.552632,38
6350,8008,3189,1,1,8008,3189,1
6351,8488,3189,1,1,8488,3189,1
6352,2350,3190,2,2,2350.5,3190.5,4
6353,4520,3191,1,1,4520,3191,1
6354,4528,3191,1,1,4528,3191,1
6355,4535,3191,1,1,4535,3191,1
6356,4822,3190,2,4,4822.5,3191.5,8
6357,8008,3191,1,1,8008,3191,1
6358,8483,3191,2,2,8483.5,3191.5,2
6359,8498,3190,2,2,8498.5,3190.5,2
6360,8501,3190,1,1,8501,3190,1
6361,10351,3191,1,1,10351,3191,1
6362,2344,3193,1,1,2344,3193,1
6363,4184,3192,1,1,4184,3192,1
6364,4801,3192,1,1,4801,3192,1
6365,4945,3193,2,2,4945.5,3193.5,2
6366,4950,3192,1,1,4950,3192,1
6367,8488,3193,2,1,8488.5,3193,2
6368,10304,3192,2,1,10304.5,3192,2
6369,10307,3192,1,1,10307,3192,1
6370,16338,3193,2,3,16338.5,3194,6
6371,16342,3192,2,2,16342.33333,3192.666667,3
6372,2334,3194,2,1,2334.5,3194,2
6373,2333,3194,18,19,2340.616438,3203.484018,219
6374,3973,3195,1,1,3973,3195,1
6375,4184,3195,1,1,4184,3195,1
6376,8484,3194,2,4,8484.25,3195.5,4
6377,9773,3194,1,1,9773,3194,1
6378,9775,3194,1,1,9775,3194,1
6379,10305,3195,1,1,10305,3195,1
6380,2333,3196,1,1,2333,3196,1
6381,2348,3196,2,2,2348.666667,3196.333333,3
6382,3965,3197,13,15,3970.903704,3203.725926,135
6383,4820,3197,2,1,4820.5,3197,2
6384,8482,3197,1,1,8482,3197,1
6385,8486,3196,1,1,8486,3196,1
6386,8499,3196,2,2,8499.5,3196.5,2
6387,9772,3197,2,3,9772.4,3198.2,5
6388,10351,3197,1,1,10351,3197,1
6389,16338,3197,1,1,16338,3197,1
6390,2330,3199,1,1,2330,3199,1
6391,4788,3199,1,1,4788,3199,1
6392,4806,3199,1,1,4806,3199,1
6393,4948,3199,1,1,4948,3199,1
6394,8014,3198,1,2,8014,3198.5,2
6395,8019,3199,1,1,8019,3199,1
6396,8022,3198,1,1,8022,3198,1
6397,8496,3198,1,1,8496,3198,1
6398,16336,3199,1,1,16336,3199,1
6399,2716,3200,2,2,2716.5,3200.5,4
6400,3978,3200,1,1,3978,3200,1
6401,3982,3200,1,1,3982,3200,1
6402,4270,3201,1,1,4270,3201,1
6403,6131,3200,2,2,6131.5,3200.5,2
6404,6135,3200,1,1,6135,3200,1
6405,6202,3200,1,1,6202,3200,1
6406,6205,3200,3,4,6206.2,3201.4,5
6407,8087,3200,1,1,8087,3200,1
6408,9667,3201,3,3,9668.25,3202,4
6409,9772,3201,1,1,9772,3201,1
6410,10296,3200,2,2,10296.5,3200.5,4
6411,10351,3200,1,1,10351,3200,1
6412,10428,3201,12,10,10433.13559,3206.169492,59
6413,2331,3203,1,1,2331,3203,1
6414,2690,3203,1,1,2690,3203,1
6415,5388,3202,40,44,5404.954357,3224.095436,482
6416,8025,3203,1,1,8025,3203,1
6417,9775,3202,1,1,9775,3202,1
6418,10424,3203,1,1,10424,3203,1
6419,10426,3203,2,3,10426.33333,3204,3
6420,4793,3205,1,2,4793,3205.5,2
6421,5415,3204,1,1,5415,3204,1
6422,5429,3205,1,1,5429,3205,1
6423,8492,3205,1,1,8492,3205,1
6424,3979,3207,1,1,3979,3207,1
6425,3981,3207,1,1,3981,3207,1
6426,5408,3207,1,1,5408,3207,1
6427,6207,3207,1,1,6207,3207,1
6428,8026,3206,1,2,8026,3206.5,2
6429,8082,3206,1,1,8082,3206,1
6430,8472,3207,1,1,8472,3207,1
6431,10351,3207,1,1,10351,3207,1
6432,2690,3209,3,4,2691,3210.4,5
6433,2695,3208,15,15,2701.714286,3215.037267,161
6434,4061,3208,1,1,4061,3208,1
6435,4049,3208,39,43,4068.93823,3228.92404,1198
6436,4080,3209,1,1,4080,3209,1
6437,4085,3209,1,1,4085,3209,1
6438,4808,3208,1,1,4808,3208,1
6439,4810,3208,2,2,4810.5,3208.5,2
6440,5431,3208,1,1,5431,3208,1
6441,11222,3208,24,23,11235.54545,3219.432727,275
6442,2688,3210,1,1,2688,3210,1
6443,2711,3210,1,1,2711,3210,1
6444,5408,3210,1,1,5408,3210,1
6445,5410,3210,1,1,5410,3210,1
6446,5429,3210,1,1,5429,3210,1
6447,10438,3210,1,1,10438,3210,1
6448,5428,3212,1,1,5428,3212,1
6449,5430,3213,1,1,5430,3213,1
6450,8035,3213,1,1,8035,3213,1
6451,8074,3213,1,1,8074,3213,1
6452,10794,3212,1,2,10794,3212.5,2
6453,10796,3213,1,1,10796,3213,1
6454,2341,3214,1,1,2341,3214,1
6455,2346,3214,2,2,2346.5,3214.5,4
6456,2350,3214,2,2,2350.5,3214.5,4
6457,3965,3215,1,1,3965,3215,1
6458,4087,3215,1,1,4087,3215,1
6459,4948,3215,1,1,4948,3215,1
6460,4950,3215,1,1,4950,3215,1
6461,8035,3215,1,1,8035,3215,1
6462,10348,3215,1,1,10348,3215,1
6463,10760,3215,76,79,10799.86143,3255.053527,3998
6464,10799,3215,1,1,10799,3215,1
6465,11247,3215,1,1,11247,3215,1
6466,2691,3216,1,2,2691,3216.5,2
6467,2711,3217,1,1,2711,3217,1
6468,5436,3216,1,1,5436,3216,1
6469,5414,3216,54,64,5440.065373,3246.82286,2371
6470,5460,3217,1,1,5460,3217,1
6471,10280,3217,2,2,10280.5,3217.5,2
6472,10284,3216,2,2,10284.5,3216.5,4
6473,10351,3216,1,1,10351,3216,1
6474,10797,3217,2,1,10797.5,3217,2
6475,2711,3219,1,1,2711,3219,1
6476,4279,3218,1,1,4279,3218,1
6477,4811,3219,1,1,4811,3219,1
6478,4958,3218,1,1,4958,3218,1
6479,5421,3219,1,1,5421,3219,1
6480,5434,3218,1,1,5434,3218,1
6481,6205,3218,1,1,6205,3218,1
6482,7384,3219,1,1,7384,3219,1
6483,7394,3218,1,1,7394,3218,1
6484,7396,3218,2,1,7396.5,3218,2
6485,8061,3218,1,1,8061,3218,1
6486,8063,3218,1,1,8063,3218,1
6487,9136,3218,2,2,9136.5,3218.5,4
6488,11225,3218,1,1,11225,3218,1
6489,2688,3220,2,2,2688.5,3220.5,4
6490,2691,3221,1,1,2691,3221,1
6491,2693,3221,2,2,2693.5,3221.5,2
6492,4176,3220,1,1,4176,3220,1
6493,4800,3220,4,4,4801.125,3221.75,8
6494,4868,3221,1,1,4868,3221,1
6495,5393,3221,1,1,5393,3221,1
6496,5395,3220,1,2,5395,3220.5,2
6497,7381,3220,1,2,7381,3220.5,2
6498,7373,3220,41,42,7393.201001,3239.045038,1199
6499,2697,3223,1,1,2697,3223,1
6500,4052,3222,1,2,4052,3222.5,2
6501,4808,3222,1,1,4808,3222,1
6502,4872,3222,1,1,4872,3222,1
6503,4943,3223,2,3,4943.5,3224,4
6504,4953,3222,2,2,4953.5,3222.5,2
6505,4959,3223,1,1,4959,3223,1
6506,8050,3223,1,1,8050,3223,1
6507,8062,3223,1,1,8062,3223,1
6508,9673,3223,1,1,9673,3223,1
6509,10346,3222,1,2,10346,3222.5,2
6510,10348,3223,1,1,10348,3223,1
6511,4048,3225,1,1,4048,3225,1
6512,4941,3224,1,2,4941,3224.5,2
6513,5384,3224,3,3,5385,3225,4
6514,5424,3225,1,1,5424,3225,1
6515,5463,3225,1,1,5463,3225,1
6516,5467,3224,1,1,5467,3224,1
6517,6122,3225,1,1,6122,3225,1
6518,6125,3225,1,1,6125,3225,1
6519,7412,3225,2,2,7412.5,3225.5,2
6520,8995,3224,1,1,8995,3224,1
6521,9137,3225,1,1,9137,3225,1
6522,9139,3224,1,1,9139,3224,1
6523,9142,3224,24,26,9152.123239,3237.471831,284
6524,9676,3224,1,1,9676,3224,1
6525,9765,3224,1,1,9765,3224,1
6526,10350,3224,2,2,10350.5,3224.5,4
6527,10804,3224,1,1,10804,3224,1
6528,11247,3225,1,1,11247,3225,1
6529,4280,3227,1,1,4280,3227,1
6530,4863,3227,1,1,4863,3227,1
6531,5404,3227,1,1,5404,3227,1
6532,6204,3226,2,2,6204.5,3226.5,4
6533,9157,3226,1,1,9157,3226,1
6534,11220,3227,2,2,11220.66667,3227.666667,3
6535,2688,3228,2,2,2688.5,3228.5,4
6536,2712,3228,4,4,2713.833333,3229.833333,12
6537,4176,3229,1,1,4176,3229,1
6538,4805,3229,2,2,4805.5,3229.5,2
6539,4870,3229,1,1,4870,3229,1
6540,4929,3228,1,1,4929,3228,1
6541,4932,3228,1,2,4932,3228.5,2
6542,5417,3228,1,1,5417,3228,1
6543,7414,3228,1,1,7414,3228,1
6544,8992,3228,1,2,8992,3228.5,2
