Cellid,X,Y,W,H,cX,cY,Aera
21497,17224,5706,1,2,17224,5706.5,2
21498,17230,5707,1,1,17230,5707,1
21499,17253,5706,1,1,17253,5706,1
21500,17870,5706,1,1,17870,5706,1
21501,5518,5709,30,32,5534.443878,5725.030612,588
21502,8247,5708,1,1,8247,5708,1
21503,9491,5709,1,1,9491,5709,1
21504,9494,5708,1,1,9494,5708,1
21505,9816,5709,1,1,9816,5709,1
21506,10994,5708,2,2,10994.5,5708.5,4
21507,11047,5708,1,1,11047,5708,1
21508,14797,5708,2,2,14797.5,5708.5,2
21509,17758,5708,1,1,17758,5708,1
21510,17870,5708,1,1,17870,5708,1
21511,4981,5711,1,1,4981,5711,1
21512,5006,5711,1,1,5006,5711,1
21513,9488,5711,3,2,9489.25,5711.75,4
21514,9493,5710,3,3,9494.4,5711,5
21515,9827,5711,1,1,9827,5711,1
21516,14791,5711,1,1,14791,5711,1
21517,17281,5711,1,1,17281,5711,1
21518,17286,5710,1,1,17286,5710,1
21519,17867,5711,1,1,17867,5711,1
21520,4948,5712,1,1,4948,5712,1
21521,4972,5712,1,1,4972,5712,1
21522,5522,5713,1,1,5522,5713,1
21523,5524,5712,1,1,5524,5712,1
21524,5546,5712,2,2,5546.5,5712.5,4
21525,6100,5713,1,1,6100,5713,1
21526,6102,5712,1,1,6102,5712,1
21527,6684,5713,1,1,6684,5713,1
21528,6687,5713,4,4,6688.5,5714.5,12
21529,6693,5713,2,2,6693.5,5713.5,2
21530,8269,5713,1,1,8269,5713,1
21531,8271,5712,1,1,8271,5712,1
21532,8326,5713,1,1,8326,5713,1
21533,9488,5713,7,5,9491.466667,5715,15
21534,9527,5712,1,1,9527,5712,1
21535,9534,5713,1,1,9534,5713,1
21536,10978,5712,1,2,10978,5712.5,2
21537,10984,5712,2,2,10984.5,5712.5,2
21538,16807,5712,1,1,16807,5712,1
21539,4948,5714,1,1,4948,5714,1
21540,4973,5714,1,1,4973,5714,1
21541,4988,5715,1,1,4988,5715,1
21542,6098,5714,1,1,6098,5714,1
21543,6077,5714,34,31,6095.573055,5729.611006,527
21544,6109,5714,1,1,6109,5714,1
21545,6682,5714,1,1,6682,5714,1
21546,8240,5715,1,1,8240,5715,1
21547,9532,5715,1,1,9532,5715,1
21548,4990,5716,1,1,4990,5716,1
21549,6096,5716,2,2,6096.5,5716.5,4
21550,9526,5716,6,9,9528.333333,5719.740741,27
21551,9533,5717,1,1,9533,5717,1
21552,10976,5716,1,1,10976,5716,1
21553,11039,5716,1,1,11039,5716,1
21554,16753,5716,1,1,16753,5716,1
21555,16804,5717,1,1,16804,5717,1
21556,17224,5716,1,1,17224,5716,1
21557,17236,5717,1,1,17236,5717,1
21558,4945,5719,1,1,4945,5719,1
21559,4974,5719,1,1,4974,5719,1
21560,4984,5718,1,1,4984,5718,1
21561,4992,5718,1,1,4992,5718,1
21562,5000,5718,1,1,5000,5718,1
21563,6682,5719,1,1,6682,5719,1
21564,6685,5718,1,1,6685,5718,1
21565,6689,5719,1,1,6689,5719,1
21566,9492,5719,1,1,9492,5719,1
21567,9524,5719,1,2,9524,5719.5,2
21568,16805,5719,1,1,16805,5719,1
21569,5520,5721,1,1,5520,5721,1
21570,6080,5720,1,1,6080,5720,1
21571,6088,5720,1,1,6088,5720,1
21572,8268,5720,1,1,8268,5720,1
21573,9531,5721,2,2,9531.5,5721.5,2
21574,9534,5720,1,1,9534,5720,1
21575,10975,5720,1,1,10975,5720,1
21576,13154,5720,1,1,13154,5720,1
21577,16744,5720,1,1,16744,5720,1
21578,17276,5721,1,1,17276,5721,1
21579,17726,5720,1,1,17726,5720,1
21580,17854,5721,1,1,17854,5721,1
21581,18808,5720,1,1,18808,5720,1
21582,18830,5721,1,1,18830,5721,1
21583,18806,5721,110,90,18858.8297,5760.599591,4398
21584,11031,5723,3,2,11032,5723.666667,3
21585,16736,5722,2,2,16736.5,5722.5,4
21586,16803,5722,1,1,16803,5722,1
21587,18808,5722,1,1,18808,5722,1
21588,18811,5722,2,2,18811.66667,5722.666667,3
21589,8268,5725,1,1,8268,5725,1
21590,9521,5725,7,10,9524.310345,5729.310345,29
21591,9532,5725,1,1,9532,5725,1
21592,17815,5725,1,1,17815,5725,1
21593,17849,5725,2,1,17849.5,5725,2
21594,5518,5727,2,3,5518.75,5727.75,4
21595,8270,5726,1,1,8270,5726,1
21596,9881,5727,2,1,9881.5,5727,2
21597,9884,5727,2,1,9884.5,5727,2
21598,9887,5727,1,1,9887,5727,1
21599,9891,5726,1,2,9891,5726.5,2
21600,9893,5727,1,1,9893,5727,1
21601,11029,5726,1,1,11029,5726,1
21602,13152,5726,2,2,13152.33333,5726.666667,3
21603,16759,5726,4,2,16760.5,5726.5,4
21604,16803,5727,1,1,16803,5727,1
21605,16806,5727,1,1,16806,5727,1
21606,17236,5727,1,1,17236,5727,1
21607,9512,5728,1,1,9512,5728,1
21608,9872,5729,1,1,9872,5729,1
21609,9875,5729,1,1,9875,5729,1
21610,9891,5729,2,2,9891.5,5729.5,2
21611,9903,5729,1,1,9903,5729,1
21612,13153,5729,7,9,13156.10526,5733.157895,38
21613,13612,5728,1,1,13612,5728,1
21614,15927,5729,58,66,15956.20141,5764.02372,2403
21615,15965,5729,1,1,15965,5729,1
21616,18888,5729,1,1,18888,5729,1
21617,18890,5729,1,1,18890,5729,1
21618,18903,5729,1,1,18903,5729,1
21619,5519,5731,1,1,5519,5731,1
21620,6082,5730,1,1,6082,5730,1
21621,6111,5730,1,1,6111,5730,1
21622,9518,5730,3,6,9519.333333,5732.5,6
21623,9872,5730,28,22,9885.521429,5739.267857,280
21624,13619,5731,1,1,13619,5731,1
21625,15944,5730,1,1,15944,5730,1
21626,15948,5731,1,1,15948,5731,1
21627,16799,5730,1,2,16799,5730.5,2
21628,18888,5731,1,1,18888,5731,1
21629,18896,5731,1,1,18896,5731,1
21630,18899,5730,1,1,18899,5730,1
21631,4948,5733,1,1,4948,5733,1
21632,8263,5733,1,1,8263,5733,1
21633,9516,5733,2,1,9516.5,5733,2
21634,9526,5733,1,1,9526,5733,1
21635,13605,5733,20,23,13613.97817,5743.969432,229
21636,13618,5733,1,1,13618,5733,1
21637,16799,5733,1,1,16799,5733,1
21638,4947,5735,2,1,4947.5,5735,2
21639,6109,5735,1,1,6109,5735,1
21640,9515,5735,1,1,9515,5735,1
21641,13619,5735,1,1,13619,5735,1
21642,17815,5735,1,1,17815,5735,1
21643,3233,5736,5,6,3234.952381,5739.095238,21
21644,8240,5737,1,1,8240,5737,1
21645,8263,5736,1,1,8263,5736,1
21646,9472,5736,3,1,9473,5736,3
21647,9512,5736,2,2,9512.666667,5736.666667,3
21648,9517,5736,2,2,9517.333333,5736.333333,3
21649,9902,5736,2,1,9902.5,5736,2
21650,11005,5737,1,1,11005,5737,1
21651,13607,5737,1,1,13607,5737,1
21652,17724,5737,2,2,17724.5,5737.5,2
21653,18909,5736,1,1,18909,5736,1
21654,4269,5738,1,1,4269,5738,1
21655,4979,5738,1,1,4979,5738,1
21656,6076,5739,1,1,6076,5739,1
21657,8263,5738,1,1,8263,5738,1
21658,13152,5738,1,1,13152,5738,1
21659,14993,5738,5,3,14994.72727,5738.818182,11
21660,15928,5739,1,1,15928,5739,1
21661,15975,5738,1,1,15975,5738,1
21662,16747,5738,1,1,16747,5738,1
21663,17255,5738,1,1,17255,5738,1
21664,17812,5739,1,1,17812,5739,1
21665,18866,5738,1,1,18866,5738,1
21666,4264,5740,2,1,4264.5,5740,2
21667,4269,5740,1,2,4269,5740.5,2
21668,4974,5741,10,8,4979.016393,5744.360656,61
21669,6392,5740,1,1,6392,5740,1
21670,8240,5740,2,2,8240.5,5740.5,4
21671,13627,5741,1,1,13627,5741,1
21672,13630,5741,1,1,13630,5741,1
21673,14992,5741,1,1,14992,5741,1
21674,15974,5741,1,1,15974,5741,1
21675,16747,5741,1,1,16747,5741,1
21676,16787,5740,1,1,16787,5740,1
21677,16789,5741,1,1,16789,5741,1
21678,18866,5740,1,1,18866,5740,1
21679,3234,5743,1,1,3234,5743,1
21680,3238,5743,1,1,3238,5743,1
21681,4961,5743,1,1,4961,5743,1
21682,4967,5742,1,1,4967,5742,1
21683,5534,5743,1,1,5534,5743,1
21684,5537,5742,1,1,5537,5742,1
21685,6072,5743,2,2,6072.5,5743.5,2
21686,6392,5743,1,1,6392,5743,1
21687,6393,5742,15,9,6400.714286,5746.035714,56
21688,9516,5742,1,1,9516,5742,1
21689,10996,5743,1,1,10996,5743,1
21690,11006,5742,2,2,11006.5,5742.5,4
21691,16756,5743,1,1,16756,5743,1
21692,16775,5743,2,1,16775.5,5743,2
21693,16780,5743,1,1,16780,5743,1
21694,17721,5743,1,1,17721,5743,1
21695,17726,5742,1,2,17726,5742.5,2
21696,17763,5742,2,2,17763.5,5742.5,2
21697,18804,5743,1,1,18804,5743,1
21698,8276,5744,1,1,8276,5744,1
21699,8279,5744,1,1,8279,5744,1
21700,13600,5744,1,1,13600,5744,1
21701,13603,5744,1,1,13603,5744,1
21702,15975,5745,1,1,15975,5745,1
21703,17232,5745,1,1,17232,5745,1
21704,17236,5744,1,1,17236,5744,1
21705,17807,5744,1,1,17807,5744,1
21706,18864,5745,1,1,18864,5745,1
21707,4969,5746,1,1,4969,5746,1
21708,4972,5746,1,1,4972,5746,1
21709,9878,5746,2,2,9878.5,5746.5,2
21710,4972,5749,1,1,4972,5749,1
21711,6075,5748,2,1,6075.5,5748,2
21712,8266,5748,20,21,8275.411017,5758.334746,236
21713,17236,5749,4,2,17237.6,5749.2,5
21714,18864,5749,1,1,18864,5749,1
21715,6075,5751,2,1,6075.5,5751,2
21716,9877,5751,2,1,9877.5,5751,2
21717,9884,5751,1,1,9884,5751,1
21718,9889,5750,1,1,9889,5750,1
21719,9893,5750,1,1,9893,5750,1
21720,10968,5751,1,1,10968,5751,1
21721,10977,5750,1,1,10977,5750,1
21722,10980,5751,1,1,10980,5751,1
21723,10984,5750,1,1,10984,5750,1
21724,10986,5750,1,1,10986,5750,1
21725,10990,5750,1,1,10990,5750,1
21726,13601,5750,1,1,13601,5750,1
21727,17777,5751,1,1,17777,5751,1
21728,17796,5751,1,1,17796,5751,1
21729,17803,5751,1,1,17803,5751,1
21730,8317,5752,1,2,8317,5752.5,2
21731,8873,5752,1,1,8873,5752,1
21732,11267,5752,1,1,11267,5752,1
21733,11280,5752,1,1,11280,5752,1
21734,11286,5752,1,1,11286,5752,1
21735,13623,5752,1,1,13623,5752,1
21736,15924,5753,1,1,15924,5753,1
21737,15972,5752,1,1,15972,5752,1
21738,8864,5754,28,38,8875.842988,5772.432927,656
21739,11251,5754,44,45,11272.16369,5776.165923,1344
21740,11283,5754,1,1,11283,5754,1
21741,15937,5754,1,1,15937,5754,1
21742,8305,5756,14,9,8312.254237,5759.949153,59
21743,8319,5756,1,1,8319,5756,1
21744,8826,5757,1,1,8826,5757,1
21745,8827,5757,3,3,8828.2,5758.2,5
21746,8872,5756,1,1,8872,5756,1
21747,13611,5756,1,1,13611,5756,1
21748,13614,5757,1,1,13614,5757,1
21749,15937,5756,2,2,15937.33333,5756.666667,3
21750,15942,5756,1,1,15942,5756,1
21751,8824,5758,1,1,8824,5758,1
21752,11256,5759,1,1,11256,5759,1
21753,15925,5759,1,1,15925,5759,1
21754,18859,5759,1,1,18859,5759,1
21755,5770,5760,1,2,5770,5760.5,2
21756,5780,5760,1,1,5780,5760,1
21757,5788,5760,1,1,5788,5760,1
21758,5790,5760,2,2,5790.666667,5760.666667,3
21759,8258,5760,1,1,8258,5760,1
21760,8293,5760,1,1,8293,5760,1
21761,8295,5760,1,1,8295,5760,1
21762,8819,5761,13,11,8824.786885,5766.377049,61
21763,8828,5761,2,1,8828.5,5761,2
21764,8865,5761,1,1,8865,5761,1
21765,8885,5760,1,1,8885,5760,1
21766,18844,5761,2,1,18844.5,5761,2
21767,18847,5760,1,1,18847,5760,1
21768,5768,5762,11,12,5772.603448,5767.413793,58
21769,5780,5762,2,1,5780.5,5762,2
21770,5786,5762,1,1,5786,5762,1
21771,5789,5763,1,1,5789,5763,1
21772,8258,5762,5,9,8259.928571,5765.785714,14
21773,8285,5762,1,1,8285,5762,1
21774,8293,5762,3,3,8294,5763,4
21775,8893,5763,1,1,8893,5763,1
21776,18848,5762,2,2,18848.5,5762.5,2
21777,18856,5763,1,1,18856,5763,1
21778,5787,5765,1,1,5787,5765,1
21779,8286,5765,10,11,8289.977778,5769.888889,45
21780,8319,5765,1,1,8319,5765,1
21781,8800,5764,4,4,8801.166667,5766,6
21782,15937,5765,1,1,15937,5765,1
21783,18915,5765,1,1,18915,5765,1
21784,8314,5767,1,1,8314,5767,1
21785,15981,5766,1,2,15981,5766.5,2
21786,18815,5767,1,1,18815,5767,1
21787,18818,5766,1,1,18818,5766,1
21788,4968,5768,14,19,4974.904762,5777.293651,126
21789,8263,5768,1,1,8263,5768,1
21790,8893,5768,2,2,8893.5,5768.5,2
21791,13580,5769,1,1,13580,5769,1
21792,13582,5768,2,3,13582.33333,5769,3
21793,13585,5768,1,1,13585,5768,1
21794,13588,5768,1,1,13588,5768,1
21795,8263,5770,1,1,8263,5770,1
21796,10335,5770,7,8,10338.02941,5774.029412,34
21797,13576,5770,1,1,13576,5770,1
21798,13578,5770,1,1,13578,5770,1
21799,13580,5771,1,1,13580,5771,1
21800,13586,5770,3,3,13586.75,5770.75,4
21801,8294,5773,1,1,8294,5773,1
21802,8817,5773,1,1,8817,5773,1
21803,10346,5772,2,2,10346.5,5772.5,4
21804,13591,5772,1,1,13591,5772,1
21805,15930,5773,1,1,15930,5773,1
21806,4981,5774,1,1,4981,5774,1
21807,8261,5774,1,1,8261,5774,1
21808,8282,5774,1,1,8282,5774,1
21809,8893,5775,1,1,8893,5775,1
21810,13580,5774,1,1,13580,5774,1
21811,13584,5774,1,1,13584,5774,1
21812,13586,5774,9,7,13590.63636,5776.772727,22
21813,15932,5775,1,1,15932,5775,1
21814,10170,5777,2,2,10170.5,5777.5,2
21815,10570,5777,1,1,10570,5777,1
21816,10575,5776,1,1,10575,5776,1
21817,10578,5776,2,2,10578.5,5776.5,4
21818,10583,5777,1,1,10583,5777,1
21819,10590,5776,1,1,10590,5776,1
21820,10594,5776,1,1,10594,5776,1
21821,10605,5776,1,1,10605,5776,1
21822,13582,5776,6,5,13583.73333,5778.266667,15
21823,13595,5777,1,1,13595,5777,1
21824,15384,5776,2,2,15384.5,5776.5,4
21825,18096,5776,1,1,18096,5776,1
21826,18108,5776,1,1,18108,5776,1
21827,6061,5779,8,9,6064.76,5782.66,50
21828,6070,5778,1,1,6070,5778,1
21829,10168,5778,1,1,10168,5778,1
21830,10176,5778,2,2,10176.5,5778.5,4
21831,10556,5779,62,49,10589.17167,5799.500283,1765
21832,10586,5778,1,1,10586,5778,1
21833,10589,5778,2,2,10589.5,5778.5,2
21834,11250,5779,2,2,11250.5,5779.5,2
21835,13599,5778,1,1,13599,5778,1
21836,15378,5778,2,2,15378.5,5778.5,4
21837,18105,5779,1,2,18105,5779.5,2
21838,18108,5779,1,1,18108,5779,1
21839,18909,5778,1,1,18909,5778,1
21840,4969,5781,1,1,4969,5781,1
21841,8886,5780,1,1,8886,5780,1
21842,10169,5780,1,1,10169,5780,1
21843,10171,5780,1,1,10171,5780,1
21844,10173,5780,1,2,10173,5780.5,2
21845,10338,5781,1,1,10338,5781,1
21846,13589,5781,1,2,13589,5781.5,2
21847,13591,5781,1,2,13591,5781.5,2
21848,18099,5780,1,1,18099,5780,1
21849,18102,5781,1,3,18102,5782,3
21850,18908,5780,1,1,18908,5780,1
21851,4972,5783,1,1,4972,5783,1
21852,13579,5783,1,1,13579,5783,1
21853,15376,5783,5,8,15378.24138,5786.275862,29
21854,15384,5782,4,4,15385.5,5783.5,8
21855,15390,5783,2,1,15390.5,5783,2
21856,18096,5783,1,1,18096,5783,1
21857,18099,5782,2,3,18099.66667,5783,3
21858,18105,5782,1,3,18105,5783,3
21859,18108,5782,1,1,18108,5782,1
21860,18877,5783,1,1,18877,5783,1
21861,18880,5782,1,1,18880,5782,1
21862,18882,5782,1,2,18882,5782.5,2
21863,18889,5783,1,1,18889,5783,1
21864,18909,5783,1,1,18909,5783,1
21865,4982,5784,2,2,4982.5,5784.5,2
21866,6150,5785,1,1,6150,5785,1
21867,6150,5784,20,28,6159.230769,5797.230769,325
21868,6160,5784,1,1,6160,5784,1
21869,6163,5785,1,1,6163,5785,1
21870,8883,5785,1,1,8883,5785,1
21871,10190,5784,2,2,10190.5,5784.5,4
21872,10560,5784,1,1,10560,5784,1
21873,13587,5784,5,4,13589,5784.857143,7
21874,13593,5784,2,2,13593.5,5784.5,4
21875,13599,5785,1,1,13599,5785,1
21876,18102,5785,1,2,18102,5785.5,2
21877,18097,5785,15,17,18104.25954,5794.244275,131
21878,18921,5784,2,2,18921.5,5784.5,2
21879,4983,5787,1,1,4983,5787,1
21880,6058,5786,1,1,6058,5786,1
21881,8885,5786,1,1,8885,5786,1
21882,10175,5787,1,1,10175,5787,1
21883,10168,5787,17,15,10175.96689,5794.059603,151
21884,11294,5786,2,2,11294.5,5786.5,4
21885,13584,5787,1,1,13584,5787,1
21886,13595,5787,1,1,13595,5787,1
21887,13597,5787,1,1,13597,5787,1
21888,14992,5786,1,1,14992,5786,1
21889,18096,5787,2,2,18096.5,5787.5,2
21890,4978,5788,1,1,4978,5788,1
21891,6062,5788,1,1,6062,5788,1
21892,8880,5788,1,1,8880,5788,1
21893,8885,5789,1,1,8885,5789,1
21894,13589,5789,1,1,13589,5789,1
21895,13593,5788,1,1,13593,5788,1
21896,14996,5788,1,1,14996,5788,1
21897,18920,5789,6,4,18922.625,5790.875,8
21898,18926,5788,1,1,18926,5788,1
21899,4974,5790,2,2,4974.5,5790.5,4
21900,6148,5791,1,1,6148,5791,1
21901,8878,5791,1,1,8878,5791,1
21902,11292,5791,1,1,11292,5791,1
21903,13589,5791,1,1,13589,5791,1
21904,13597,5791,1,1,13597,5791,1
21905,14992,5791,3,4,14992.71429,5792.285714,7
21906,14995,5791,1,1,14995,5791,1
21907,15381,5791,1,1,15381,5791,1
21908,18097,5790,2,2,18097.5,5790.5,2
21909,4785,5792,1,1,4785,5792,1
21910,10194,5792,2,1,10194.5,5792,2
21911,10621,5792,1,1,10621,5792,1
21912,11553,5792,1,1,11553,5792,1
21913,11555,5792,1,1,11555,5792,1
21914,14261,5792,1,1,14261,5792,1
21915,14263,5792,1,1,14263,5792,1
21916,14998,5793,1,1,14998,5793,1
21917,15546,5792,1,1,15546,5792,1
21918,15965,5792,1,1,15965,5792,1
21919,18320,5792,1,1,18320,5792,1
21920,18824,5792,1,2,18824,5792.5,2
21921,18920,5792,1,1,18920,5792,1
21922,22380,5792,1,1,22380,5792,1
21923,23728,5792,1,1,23728,5792,1
21924,23733,5792,1,1,23733,5792,1
21925,25092,5793,1,1,25092,5793,1
21926,3431,5794,1,1,3431,5794,1
21927,4790,5794,1,1,4790,5794,1
21928,6140,5794,1,1,6140,5794,1
21929,7492,5794,1,1,7492,5794,1
21930,8841,5794,1,1,8841,5794,1
21931,8847,5795,1,1,8847,5795,1
21932,10199,5794,1,1,10199,5794,1
21933,10619,5794,3,3,10620.2,5794.8,5
21934,12910,5794,1,1,12910,5794,1
21935,15614,5795,1,1,15614,5795,1
21936,15944,5794,1,1,15944,5794,1
21937,16965,5795,1,1,16965,5795,1
21938,18925,5795,1,1,18925,5795,1
21939,21028,5795,1,1,21028,5795,1
21940,25094,5795,1,1,25094,5795,1
21941,3429,5797,3,4,3430.25,5798.5,8
21942,4786,5796,2,2,4786.5,5796.5,2
21943,6141,5796,1,1,6141,5796,1
21944,6172,5796,1,1,6172,5796,1
21945,10193,5796,1,1,10193,5796,1
21946,10197,5797,4,4,10198.5,5798.5,12
21947,10619,5797,1,1,10619,5797,1
21948,11551,5797,4,4,11552.5,5798.5,12
21949,11559,5796,1,1,11559,5796,1
21950,12903,5797,4,4,12904.5,5798.5,12
21951,14257,5796,4,5,14258.61538,5798.307692,13
21952,14984,5797,1,1,14984,5797,1
21953,14989,5796,1,2,14989,5796.5,2
21954,14993,5796,1,1,14993,5796,1
21955,14999,5797,1,1,14999,5797,1
21956,15540,5796,6,5,15542.5625,5798.0625,16
21957,15611,5797,5,4,15612.69231,5798.384615,13
21958,15952,5797,1,1,15952,5797,1
21959,18319,5797,4,4,18320.5,5798.5,12
21960,19671,5797,4,4,19672.5,5798.5,12
21961,19677,5796,1,1,19677,5796,1
21962,21025,5797,4,4,21026.5,5798.5,12
21963,22379,5797,4,4,22380.5,5798.5,12
21964,23733,5797,4,4,23734.5,5798.5,12
21965,4784,5798,2,2,4784.5,5798.5,4
21966,6135,5798,4,3,6136.5,5798.8,10
21967,6170,5798,1,1,6170,5798,1
21968,6173,5799,1,1,6173,5799,1
21969,7489,5798,4,3,7490.5,5798.8,10
21970,8843,5798,4,3,8844.5,5798.8,10
21971,10195,5799,1,1,10195,5799,1
21972,10621,5798,2,3,10621.5,5799,4
21973,11259,5799,1,1,11259,5799,1
21974,11280,5799,1,1,11280,5799,1
21975,11287,5799,1,1,11287,5799,1
21976,11559,5798,1,1,11559,5798,1
21977,15959,5798,1,1,15959,5798,1
21978,16965,5798,4,3,16966.5,5798.8,10
21979,18327,5799,1,1,18327,5799,1
21980,18824,5799,1,1,18824,5799,1
21981,18920,5799,1,1,18920,5799,1
21982,21031,5799,1,1,21031,5799,1
21983,23728,5799,1,1,23728,5799,1
21984,25087,5798,4,3,25088.5,5798.8,10
21985,25095,5799,1,1,25095,5799,1
21986,10183,5800,1,1,10183,5800,1
21987,10563,5800,2,1,10563.5,5800,2
21988,15540,5800,1,1,15540,5800,1
21989,15546,5801,1,1,15546,5801,1
21990,18098,5800,1,1,18098,5800,1
21991,18867,5801,23,19,18875.83186,5808.150442,226
21992,18893,5800,1,1,18893,5800,1
21993,18894,5801,2,2,18894.5,5801.5,2
21994,10169,5802,1,1,10169,5802,1
21995,10172,5803,1,1,10172,5803,1
21996,10620,5803,1,1,10620,5803,1
21997,15551,5803,1,1,15551,5803,1
21998,15553,5803,1,1,15553,5803,1
21999,18099,5802,2,2,18099.5,5802.5,2
22000,18891,5803,1,1,18891,5803,1
22001,10174,5804,1,1,10174,5804,1
22002,10556,5805,1,1,10556,5805,1
22003,10558,5804,1,1,10558,5804,1
22004,15550,5805,12,12,15556.38554,5809.879518,83
22005,15559,5804,1,1,15559,5804,1
22006,18103,5804,2,2,18103.5,5804.5,2
22007,18110,5805,1,1,18110,5805,1
22008,18864,5805,1,1,18864,5805,1
22009,10559,5807,1,1,10559,5807,1
22010,10617,5806,1,1,10617,5806,1
22011,10620,5806,1,1,10620,5806,1
22012,15531,5806,26,39,15542.04031,5827.573896,521
22013,15544,5807,1,1,15544,5807,1
22014,18108,5807,2,1,18108.5,5807,2
22015,18111,5807,1,1,18111,5807,1
22016,18844,5807,1,1,18844,5807,1
22017,18846,5806,6,2,18848.5,5806.5,12
22018,18886,5807,1,1,18886,5807,1
22019,6165,5809,1,1,6165,5809,1
22020,10571,5809,1,1,10571,5809,1
22021,15532,5809,1,1,15532,5809,1
22022,15534,5809,1,1,15534,5809,1
22023,15536,5808,1,1,15536,5808,1
22024,15548,5809,2,1,15548.5,5809,2
22025,15566,5809,1,1,15566,5809,1
22026,18897,5808,1,1,18897,5808,1
22027,18901,5809,1,1,18901,5809,1
22028,6153,5811,1,1,6153,5811,1
22029,10165,5810,9,9,10168.74603,5814.222222,63
22030,18891,5811,7,10,18894.2381,5815.809524,21
22031,18900,5811,1,1,18900,5811,1
22032,6158,5813,1,1,6158,5813,1
22033,6160,5812,1,1,6160,5812,1
22034,10569,5813,2,1,10569.5,5813,2
22035,15532,5813,1,1,15532,5813,1
22036,15547,5813,2,2,15547.5,5813.5,2
22037,18903,5812,1,1,18903,5812,1
22038,10162,5815,1,2,10162,5815.5,2
22039,10175,5815,1,1,10175,5815,1
22040,15555,5815,1,1,15555,5815,1
22041,10552,5816,1,1,10552,5816,1
22042,10559,5816,1,1,10559,5816,1
22043,10572,5817,1,1,10572,5817,1
22044,12425,5816,1,1,12425,5816,1
22045,12438,5817,1,1,12438,5817,1
22046,12397,5816,59,48,12428.74269,5842.220551,1197
22047,15242,5817,2,2,15242.5,5817.5,2
22048,15246,5816,2,3,15246.25,5816.75,4
22049,15531,5817,1,2,15531,5817.5,2
22050,15550,5816,1,1,15550,5816,1
22051,16544,5816,1,1,16544,5816,1
22052,16547,5817,1,1,16547,5817,1
22053,16555,5817,1,1,16555,5817,1
22054,18867,5817,5,4,18868.75,5818.625,8
22055,10558,5818,11,8,10563.07692,5821.384615,39
22056,12417,5818,1,1,12417,5818,1
22057,12420,5819,1,1,12420,5819,1
22058,12423,5819,1,1,12423,5819,1
22059,12425,5819,4,5,12426.71429,5821.142857,7
22060,15241,5819,1,1,15241,5819,1
22061,16559,5818,1,1,16559,5818,1
22062,10166,5820,2,2,10166.5,5820.5,4
22063,10170,5821,1,1,10170,5821,1
22064,12417,5820,1,1,12417,5820,1
22065,12423,5821,1,1,12423,5821,1
22066,12439,5820,1,1,12439,5820,1
22067,18875,5820,1,1,18875,5820,1
22068,18877,5821,1,1,18877,5821,1
22069,18890,5821,1,1,18890,5821,1
22070,10166,5823,1,1,10166,5823,1
22071,10170,5823,1,1,10170,5823,1
22072,10593,5822,1,1,10593,5822,1
22073,12434,5823,1,2,12434,5823.5,2
22074,15245,5823,1,1,15245,5823,1
22075,15529,5823,1,1,15529,5823,1
22076,16540,5822,42,62,16559.98443,5849.570659,1670
22077,18875,5823,1,1,18875,5823,1
22078,18875,5823,37,33,18893.86771,5838.438341,892
22079,10590,5825,2,2,10590.5,5825.5,2
22080,12416,5825,2,2,12416.5,5825.5,2
22081,12419,5825,2,2,12419.5,5825.5,2
22082,12422,5824,2,4,12422.4,5825.6,5
22083,12424,5824,1,1,12424,5824,1
22084,15558,5824,1,1,15558,5824,1
22085,18877,5825,2,1,18877.5,5825,2
22086,18928,5824,1,1,18928,5824,1
22087,16575,5826,1,1,16575,5826,1
22088,18915,5826,29,28,18931.53448,5841.566502,406
22089,10575,5828,1,1,10575,5828,1
22090,10588,5829,1,1,10588,5829,1
22091,12420,5828,2,2,12420.5,5828.5,2
22092,16539,5828,1,1,16539,5828,1
22093,10577,5831,1,1,10577,5831,1
22094,10581,5831,1,1,10581,5831,1
22095,10586,5830,1,1,10586,5830,1
22096,10591,5830,1,1,10591,5830,1
22097,12416,5831,2,2,12416.66667,5831.333333,3
22098,12423,5830,1,1,12423,5830,1
22099,12455,5831,1,1,12455,5831,1
22100,15528,5831,1,1,15528,5831,1
22101,15532,5831,1,1,15532,5831,1
22102,18873,5831,1,1,18873,5831,1
22103,8606,5833,1,1,8606,5833,1
22104,12400,5832,1,1,12400,5832,1
22105,12412,5832,1,1,12412,5832,1
22106,12451,5832,3,1,12452,5832,3
22107,15528,5833,2,2,15528.5,5833.5,2
22108,16512,5832,1,1,16512,5832,1
22109,18920,5832,1,1,18920,5832,1
22110,18940,5832,1,1,18940,5832,1
22111,12424,5835,1,1,12424,5835,1
22112,16504,5834,1,1,16504,5834,1
22113,16508,5834,1,1,16508,5834,1
22114,16514,5834,9,5,16518.56,5835.76,25
22115,16581,5834,1,1,16581,5834,1
22116,18870,5834,4,4,18871.16667,5835.166667,12
22117,8602,5836,1,1,8602,5836,1
22118,8605,5836,1,1,8605,5836,1
22119,12405,5836,1,1,12405,5836,1
22120,16495,5837,45,57,16516.21971,5867.287089,1766
22121,8602,5839,29,37,8616.004637,5854.51932,647
22122,15528,5839,1,1,15528,5839,1
22123,16524,5839,1,1,16524,5839,1
22124,16536,5839,1,1,16536,5839,1
22125,16542,5839,1,1,16542,5839,1
