,Cellid,X,Y,W,H,cX,cY,Aera
1436,1436,16730,2061,4,3,16731.666666666668,2062.0,6
1437,1437,17788,2061,2,1,17788.5,2061.0,2
1438,1438,19236,2060,2,2,19236.5,2060.5,4
1439,1439,19260,2060,2,2,19260.5,2060.5,4
1440,1440,12567,2062,1,1,12567.0,2062.0,1
1441,1441,16711,2062,32,38,16726.01005586592,2080.7162011173186,895
1442,1442,17444,2063,1,1,17444.0,2063.0,1
1443,1443,17449,2063,1,1,17449.0,2063.0,1
1444,1444,17778,2062,2,2,17778.5,2062.5,4
1445,1445,19242,2062,2,2,19242.5,2062.5,4
1446,1446,12526,2064,2,2,12526.5,2064.5,4
1447,1447,12531,2064,1,1,12531.0,2064.0,1
1448,1448,16743,2064,1,1,16743.0,2064.0,1
1449,1449,19256,2064,1,1,19256.0,2064.0,1
1450,1450,19261,2065,5,3,19262.777777777777,2065.777777777778,9
1451,1451,16712,2067,1,1,16712.0,2067.0,1
1452,1452,19256,2067,1,1,19256.0,2067.0,1
1453,1453,19269,2066,1,1,19269.0,2066.0,1
1454,1454,12521,2072,1,1,12521.0,2072.0,1
1455,1455,12559,2072,1,1,12559.0,2072.0,1
1456,1456,16743,2072,1,1,16743.0,2072.0,1
1457,1457,16946,2073,3,2,16947.0,2073.3333333333335,3
1458,1458,18792,2072,1,1,18792.0,2072.0,1
1459,1459,18795,2073,1,1,18795.0,2073.0,1
1460,1460,16578,2075,1,1,16578.0,2075.0,1
1461,1461,16742,2075,2,3,16742.666666666668,2076.0,3
1462,1462,16944,2075,1,2,16944.0,2075.5,2
1463,1463,16951,2075,1,1,16951.0,2075.0,1
1464,1464,18792,2075,1,1,18792.0,2075.0,1
1465,1465,12558,2076,1,1,12558.0,2076.0,1
1466,1466,16582,2076,1,1,16582.0,2076.0,1
1467,1467,16609,2076,1,1,16609.0,2076.0,1
1468,1468,16946,2076,1,1,16946.0,2076.0,1
1469,1469,18795,2076,3,3,18796.166666666668,2077.0,6
1470,1470,18799,2076,1,2,18799.0,2076.5,2
1471,1471,18794,2078,1,1,18794.0,2078.0,1
1472,1472,12520,2080,1,1,12520.0,2080.0,1
1473,1473,12552,2080,2,2,12552.5,2080.5,4
1474,1474,16578,2081,1,1,16578.0,2081.0,1
1475,1475,16580,2080,1,1,16580.0,2080.0,1
1476,1476,16938,2081,1,1,16938.0,2081.0,1
1477,1477,16943,2080,1,1,16943.0,2080.0,1
1478,1478,17592,2080,1,1,17592.0,2080.0,1
1479,1479,17594,2081,1,1,17594.0,2081.0,1
1480,1480,17590,2081,34,23,17605.33882352941,2092.3811764705883,425
1481,1481,17610,2081,1,1,17610.0,2081.0,1
1482,1482,17612,2081,1,1,17612.0,2081.0,1
1483,1483,17614,2081,1,1,17614.0,2081.0,1
1484,1484,18736,2080,1,1,18736.0,2080.0,1
1485,1485,18741,2080,2,2,18741.333333333332,2080.6666666666665,3
1486,1486,18795,2080,1,1,18795.0,2080.0,1
1487,1487,18798,2080,1,2,18798.0,2080.5,2
1488,1488,16011,2082,1,1,16011.0,2082.0,1
1489,1489,16014,2082,1,1,16014.0,2082.0,1
1490,1490,16580,2082,1,1,16580.0,2082.0,1
1491,1491,16936,2083,2,2,16936.5,2083.5,2
1492,1492,16939,2083,1,1,16939.0,2083.0,1
1493,1493,16950,2083,1,1,16950.0,2083.0,1
1494,1494,17592,2082,1,1,17592.0,2082.0,1
1495,1495,18736,2083,1,1,18736.0,2083.0,1
1496,1496,12542,2087,1,1,12542.0,2087.0,1
1497,1497,16941,2086,4,2,16942.714285714286,2086.4285714285716,7
1498,1498,18739,2087,1,1,18739.0,2087.0,1
1499,1499,18792,2087,1,1,18792.0,2087.0,1
1500,1500,12540,2088,1,2,12540.0,2088.5,2
1501,1501,17589,2088,1,2,17589.0,2088.5,2
1502,1502,19200,2089,8,6,19202.72,2090.6,25
1503,1503,12520,2091,1,1,12520.0,2091.0,1
1504,1504,12550,2092,2,2,12550.5,2092.5,4
1505,1505,12521,2095,1,1,12521.0,2095.0,1
1506,1506,12526,2094,1,1,12526.0,2094.0,1
1507,1507,12534,2094,2,2,12534.5,2094.5,4
1508,1508,16742,2095,1,1,16742.0,2095.0,1
1509,1509,16617,2097,1,1,16617.0,2097.0,1
1510,1510,16739,2097,1,1,16739.0,2097.0,1
1511,1511,16742,2097,1,1,16742.0,2097.0,1
1512,1512,17576,2096,1,1,17576.0,2096.0,1
1513,1513,16720,2099,2,2,16720.5,2099.5,2
1514,1514,16724,2099,1,1,16724.0,2099.0,1
1515,1515,17580,2099,1,1,17580.0,2099.0,1
1516,1516,16723,2101,1,1,16723.0,2101.0,1
1517,1517,16729,2100,1,1,16729.0,2100.0,1
1518,1518,17576,2100,2,1,17576.5,2100.0,2
1519,1519,17581,2100,2,3,17581.666666666668,2101.0,3
1520,1520,17592,2101,1,1,17592.0,2101.0,1
1521,1521,16726,2102,1,1,16726.0,2102.0,1
1522,1522,16729,2102,1,1,16729.0,2102.0,1
1523,1523,17576,2103,5,3,17577.777777777777,2104.0,9
1524,1524,17595,2103,1,1,17595.0,2103.0,1
1525,1525,16620,2105,3,3,16620.8,2106.2,5
1526,1526,17573,2105,2,1,17573.5,2105.0,2
1527,1527,17573,2107,2,2,17573.666666666668,2107.6666666666665,3
1528,1528,18122,2107,1,1,18122.0,2107.0,1
1529,1529,18124,2107,1,1,18124.0,2107.0,1
1530,1530,16312,2108,1,1,16312.0,2108.0,1
1531,1531,18122,2109,1,1,18122.0,2109.0,1
1532,1532,18116,2109,30,18,18131.812056737588,2118.3297872340427,282
1533,1533,8844,2111,4,5,8845.0,2112.8333333333335,12
1534,1534,10198,2111,3,4,10198.8,2112.5,10
1535,1535,16312,2111,2,1,16312.5,2111.0,2
1536,1536,16316,2111,1,1,16316.0,2111.0,1
1537,1537,16965,2111,3,4,16966.25,2112.5,8
1538,1538,17573,2110,2,2,17573.5,2110.5,2
1539,1539,18120,2110,1,3,18120.0,2111.0,3
1540,1540,18319,2111,4,4,18320.444444444445,2112.6666666666665,9
1541,1541,19671,2111,3,5,19672.333333333332,2112.777777777778,9
1542,1542,11552,2112,2,2,11552.5,2112.5,4
1543,1543,12904,2112,3,3,12904.8,2112.8,5
1544,1544,12911,2112,1,2,12911.0,2112.5,2
1545,1545,14256,2112,4,3,14257.833333333334,2112.8333333333335,6
1546,1546,15612,2112,2,2,15612.5,2112.5,4
1547,1547,16906,2113,1,1,16906.0,2113.0,1
1548,1548,17570,2113,1,1,17570.0,2113.0,1
1549,1549,17572,2113,1,1,17572.0,2113.0,1
1550,1550,18117,2112,1,1,18117.0,2112.0,1
1551,1551,18140,2112,1,1,18140.0,2112.0,1
1552,1552,18148,2112,1,1,18148.0,2112.0,1
1553,1553,18151,2112,1,1,18151.0,2112.0,1
1554,1554,18325,2112,1,1,18325.0,2112.0,1
1555,1555,15609,2115,1,1,15609.0,2115.0,1
1556,1556,16623,2114,1,1,16623.0,2114.0,1
1557,1557,16900,2115,1,1,16900.0,2115.0,1
1558,1558,16902,2114,2,2,16902.5,2114.5,2
1559,1559,16964,2115,1,1,16964.0,2115.0,1
1560,1560,18114,2114,1,1,18114.0,2114.0,1
1561,1561,18151,2115,1,1,18151.0,2115.0,1
1562,1562,10195,2116,1,1,10195.0,2116.0,1
1563,1563,14259,2116,1,1,14259.0,2116.0,1
1564,1564,14263,2116,1,1,14263.0,2116.0,1
1565,1565,16576,2117,1,1,16576.0,2117.0,1
1566,1566,16620,2117,1,1,16620.0,2117.0,1
1567,1567,16623,2116,1,1,16623.0,2116.0,1
1568,1568,17572,2116,1,1,17572.0,2116.0,1
1569,1569,18112,2116,2,2,18112.5,2116.5,4
1570,1570,19672,2117,1,1,19672.0,2117.0,1
1571,1571,10193,2118,2,2,10193.5,2118.5,2
1572,1572,11557,2119,1,1,11557.0,2119.0,1
1573,1573,12910,2118,2,2,12910.5,2118.5,2
1574,1574,14257,2118,1,1,14257.0,2118.0,1
1575,1575,14259,2119,2,1,14259.5,2119.0,2
1576,1576,15611,2118,1,1,15611.0,2118.0,1
1577,1577,16577,2119,1,1,16577.0,2119.0,1
1578,1578,16902,2118,3,1,16903.0,2118.0,3
1579,1579,16906,2118,3,5,16906.916666666668,2120.3333333333335,12
1580,1580,16896,2121,1,1,16896.0,2121.0,1
1581,1581,16911,2120,1,1,16911.0,2120.0,1
1582,1582,17628,2121,1,1,17628.0,2121.0,1
1583,1583,18147,2120,1,2,18147.0,2120.5,2
1584,1584,16576,2122,1,1,16576.0,2122.0,1
1585,1585,16622,2122,1,1,16622.0,2122.0,1
1586,1586,16898,2122,1,1,16898.0,2122.0,1
1587,1587,16900,2122,1,1,16900.0,2122.0,1
1588,1588,16899,2123,7,9,16902.08108108108,2127.0810810810813,37
1589,1589,16911,2123,1,1,16911.0,2123.0,1
1590,1590,18112,2122,1,1,18112.0,2122.0,1
1591,1591,16898,2125,2,2,16898.333333333332,2125.3333333333335,3
1592,1592,17629,2124,2,1,17629.5,2124.0,2
1593,1593,18128,2124,1,1,18128.0,2124.0,1
1594,1594,18149,2124,1,1,18149.0,2124.0,1
1595,1595,16620,2127,4,4,16621.285714285714,2128.4285714285716,7
1596,1596,16906,2127,5,4,16908.0,2128.8888888888887,9
1597,1597,17628,2126,2,4,17628.6,2127.6,5
1598,1598,17631,2127,1,1,17631.0,2127.0,1
1599,1599,18119,2127,1,1,18119.0,2127.0,1
1600,1600,18130,2127,1,1,18130.0,2127.0,1
1601,1601,18140,2127,1,1,18140.0,2127.0,1
1602,1602,14023,2128,1,1,14023.0,2128.0,1
1603,1603,16891,2128,1,1,16891.0,2128.0,1
1604,1604,16894,2128,4,3,16895.85714285714,2129.285714285714,7
1605,1605,17626,2128,1,1,17626.0,2128.0,1
1606,1606,16576,2130,1,1,16576.0,2130.0,1
1607,1607,16888,2130,1,1,16888.0,2130.0,1
1608,1608,16891,2130,1,1,16891.0,2130.0,1
1609,1609,16620,2133,4,5,16621.666666666668,2135.222222222222,9
1610,1610,16890,2133,1,1,16890.0,2133.0,1
1611,1611,17628,2132,1,1,17628.0,2132.0,1
1612,1612,14017,2134,1,2,14017.0,2134.5,2
1613,1613,14020,2135,1,1,14020.0,2135.0,1
1614,1614,16888,2134,1,1,16888.0,2134.0,1
1615,1615,16892,2134,1,1,16892.0,2134.0,1
1616,1616,16896,2138,2,2,16896.5,2138.5,4
1617,1617,16584,2141,1,1,16584.0,2141.0,1
1618,1618,16594,2142,1,1,16594.0,2142.0,1
1619,1619,16598,2142,1,1,16598.0,2142.0,1
1620,1620,17013,2171,1,2,17013.0,2171.5,2
1621,1621,17023,2175,10,8,17027.526315789473,2178.5,38
1622,1622,17008,2177,1,1,17008.0,2177.0,1
1623,1623,17014,2177,3,5,17015.0,2179.25,8
1624,1624,17018,2177,1,1,17018.0,2177.0,1
1625,1625,17037,2176,1,1,17037.0,2176.0,1
1626,1626,18035,2176,1,1,18035.0,2176.0,1
1627,1627,18038,2177,1,1,18038.0,2177.0,1
1628,1628,18047,2176,1,1,18047.0,2176.0,1
1629,1629,18052,2176,1,1,18052.0,2176.0,1
1630,1630,16272,2179,1,1,16272.0,2179.0,1
1631,1631,16277,2179,1,1,16277.0,2179.0,1
1632,1632,17011,2179,1,1,17011.0,2179.0,1
1633,1633,17018,2179,4,3,17019.571428571428,2180.285714285714,7
1634,1634,17022,2178,1,1,17022.0,2178.0,1
1635,1635,18030,2178,32,47,18045.0,2199.6222222222223,945
1636,1636,16277,2181,1,1,16277.0,2181.0,1
1637,1637,16278,2183,1,1,16278.0,2183.0,1
1638,1638,17009,2183,1,1,17009.0,2183.0,1
1639,1639,17011,2183,1,1,17011.0,2183.0,1
1640,1640,17016,2182,1,2,17016.0,2182.5,2
1641,1641,17032,2182,3,2,17033.0,2182.5,4
1642,1642,15938,2185,7,4,15941.5,2186.375,16
1643,1643,16248,2185,1,1,16248.0,2185.0,1
1644,1644,16252,2184,1,1,16252.0,2184.0,1
1645,1645,16248,2185,18,31,16256.444108761329,2198.413897280967,331
1646,1646,18032,2184,2,2,18032.5,2184.5,2
1647,1647,18477,2184,1,1,18477.0,2184.0,1
1648,1648,18032,2187,1,1,18032.0,2187.0,1
1649,1649,18470,2190,14,16,18475.26446280992,2197.099173553719,121
1650,1650,16268,2192,1,1,16268.0,2192.0,1
1651,1651,16369,2193,2,2,16369.5,2193.5,2
1652,1652,16377,2193,1,1,16377.0,2193.0,1
1653,1653,16389,2192,3,3,16389.8,2192.8,5
1654,1654,16396,2193,1,1,16396.0,2193.0,1
1655,1655,17290,2193,1,2,17290.0,2193.5,2
1656,1656,16270,2194,1,1,16270.0,2194.0,1
1657,1657,16372,2194,1,1,16372.0,2194.0,1
1658,1658,18061,2194,1,1,18061.0,2194.0,1
1659,1659,18468,2195,1,1,18468.0,2195.0,1
1660,1660,16367,2196,45,36,16386.46269982238,2211.8721136767317,1126
1661,1661,16407,2196,1,1,16407.0,2196.0,1
1662,1662,17290,2196,4,2,17291.5,2196.5,8
1663,1663,18465,2197,2,1,18465.5,2197.0,2
1664,1664,16268,2199,2,2,16268.5,2199.5,2
1665,1665,16368,2199,2,3,16368.25,2200.0,4
1666,1666,18063,2199,1,1,18063.0,2199.0,1
1667,1667,18468,2199,1,1,18468.0,2199.0,1
1668,1668,16409,2201,1,1,16409.0,2201.0,1
1669,1669,18485,2201,1,1,18485.0,2201.0,1
1670,1670,18487,2205,1,1,18487.0,2205.0,1
1671,1671,16415,2207,1,1,16415.0,2207.0,1
1672,1672,18061,2207,1,1,18061.0,2207.0,1
1673,1673,18473,2207,1,1,18473.0,2207.0,1
1674,1674,16263,2208,1,1,16263.0,2208.0,1
1675,1675,16413,2208,1,1,16413.0,2208.0,1
1676,1676,17204,2208,1,1,17204.0,2208.0,1
1677,1677,17207,2209,1,1,17207.0,2209.0,1
1678,1678,17211,2208,2,2,17211.5,2208.5,2
1679,1679,17215,2208,1,1,17215.0,2208.0,1
1680,1680,17848,2209,1,1,17848.0,2209.0,1
1681,1681,17852,2208,6,5,17854.454545454544,2209.909090909091,11
1682,1682,17859,2209,1,1,17859.0,2209.0,1
1683,1683,17863,2208,1,1,17863.0,2208.0,1
1684,1684,18465,2208,1,1,18465.0,2208.0,1
1685,1685,18468,2208,2,2,18468.5,2208.5,2
1686,1686,18479,2208,1,1,18479.0,2208.0,1
1687,1687,16365,2210,2,2,16365.5,2210.5,2
1688,1688,16412,2211,1,1,16412.0,2211.0,1
1689,1689,18025,2210,1,1,18025.0,2210.0,1
1690,1690,18467,2211,2,2,18467.5,2211.5,2
1691,1691,16249,2213,1,1,16249.0,2213.0,1
1692,1692,17202,2212,4,3,17203.5,2212.8333333333335,6
1693,1693,17207,2213,7,7,17209.41935483871,2216.2258064516127,31
1694,1694,16362,2214,1,1,16362.0,2214.0,1
1695,1695,16364,2214,1,1,16364.0,2214.0,1
1696,1696,16409,2214,1,1,16409.0,2214.0,1
1697,1697,16413,2215,1,1,16413.0,2215.0,1
1698,1698,17214,2214,2,2,17214.666666666668,2214.3333333333335,3
1699,1699,17859,2214,1,1,17859.0,2214.0,1
1700,1700,18024,2215,1,1,18024.0,2215.0,1
1701,1701,18466,2214,8,10,18469.323529411766,2217.529411764706,34
1702,1702,16248,2216,4,5,16249.142857142857,2217.785714285714,14
1703,1703,16403,2216,3,2,16404.2,2216.6,5
1704,1704,17226,2217,1,1,17226.0,2217.0,1
1705,1705,17231,2217,5,4,17233.18181818182,2218.3636363636365,11
1706,1706,18482,2217,1,1,18482.0,2217.0,1
1707,1707,17200,2219,1,2,17200.0,2219.5,2
1708,1708,17237,2218,1,1,17237.0,2218.0,1
1709,1709,17835,2218,1,1,17835.0,2218.0,1
1710,1710,17837,2218,1,1,17837.0,2218.0,1
1711,1711,18479,2218,1,1,18479.0,2218.0,1
1712,1712,18484,2218,1,1,18484.0,2218.0,1
1713,1713,16258,2220,4,2,16259.5,2220.6666666666665,6
1714,1714,16404,2220,1,1,16404.0,2220.0,1
1715,1715,17205,2221,1,1,17205.0,2221.0,1
1716,1716,17226,2220,1,1,17226.0,2220.0,1
1717,1717,18041,2221,1,1,18041.0,2221.0,1
1718,1718,18046,2221,1,1,18046.0,2221.0,1
1719,1719,18481,2220,1,1,18481.0,2220.0,1
1720,1720,18483,2220,1,1,18483.0,2220.0,1
1721,1721,16251,2222,1,1,16251.0,2222.0,1
1722,1722,17205,2223,1,1,17205.0,2223.0,1
1723,1723,17835,2223,1,1,17835.0,2223.0,1
1724,1724,18052,2222,2,2,18052.5,2222.5,4
1725,1725,18471,2223,3,1,18472.0,2223.0,3
1726,1726,18474,2222,22,26,18484.79365079365,2234.177248677249,378
1727,1727,16353,2225,1,1,16353.0,2225.0,1
1728,1728,16364,2224,1,1,16364.0,2224.0,1
1729,1729,17856,2224,4,2,17857.5,2224.5,8
1730,1730,18491,2224,1,1,18491.0,2224.0,1
1731,1731,18495,2224,1,1,18495.0,2224.0,1
1732,1732,16358,2226,1,1,16358.0,2226.0,1
1733,1733,17852,2226,1,1,17852.0,2226.0,1
1734,1734,17854,2227,1,1,17854.0,2227.0,1
1735,1735,17856,2227,1,1,17856.0,2227.0,1
1736,1736,17858,2227,1,1,17858.0,2227.0,1
1737,1737,16357,2228,1,1,16357.0,2228.0,1
1738,1738,16359,2228,1,1,16359.0,2228.0,1
1739,1739,16399,2229,1,1,16399.0,2229.0,1
1740,1740,17854,2229,5,5,17856.090909090908,2230.909090909091,22
1741,1741,18240,2228,2,1,18240.5,2228.0,2
1742,1742,16344,2230,37,44,16361.206803939123,2251.1888988361684,1117
1743,1743,16368,2230,2,2,16368.5,2230.5,2
1744,1744,16372,2231,1,1,16372.0,2231.0,1
1745,1745,16393,2230,1,1,16393.0,2230.0,1
1746,1746,16347,2232,1,1,16347.0,2232.0,1
1747,1747,16865,2232,1,1,16865.0,2232.0,1
1748,1748,17754,2232,1,1,17754.0,2232.0,1
1749,1749,17756,2232,1,1,17756.0,2232.0,1
1750,1750,18230,2233,1,1,18230.0,2233.0,1
1751,1751,18223,2233,45,41,18242.64412238325,2252.623188405797,1242
1752,1752,18473,2233,1,1,18473.0,2233.0,1
1753,1753,16848,2235,1,1,16848.0,2235.0,1
1754,1754,16853,2234,1,1,16853.0,2234.0,1
1755,1755,16847,2234,29,35,16861.38586156112,2249.2945508100147,679
1756,1756,17754,2235,2,1,17754.5,2235.0,2
1757,1757,17858,2235,1,1,17858.0,2235.0,1
1758,1758,18232,2234,1,1,18232.0,2234.0,1
1759,1759,18253,2234,1,1,18253.0,2234.0,1
1760,1760,16879,2236,1,1,16879.0,2236.0,1
1761,1761,17745,2236,16,12,17750.45205479452,2242.5068493150684,73
1762,1762,17754,2237,2,2,17754.333333333332,2237.3333333333335,3
1763,1763,17850,2237,1,1,17850.0,2237.0,1
1764,1764,16342,2238,2,2,16342.5,2238.5,4
1765,1765,17851,2239,1,1,17851.0,2239.0,1
1766,1766,18226,2239,1,1,18226.0,2239.0,1
1767,1767,16408,2240,15,10,16414.072289156626,2244.2289156626507,83
1768,1768,16420,2240,3,2,16421.0,2240.3333333333335,3
1769,1769,17198,2240,2,3,17198.4,2241.0,5
1770,1770,17754,2240,2,1,17754.5,2240.0,2
1771,1771,17757,2240,1,2,17757.0,2240.5,2
1772,1772,17822,2240,8,6,17825.60714285714,2242.5,28
1773,1773,18224,2240,1,1,18224.0,2240.0,1
1774,1774,18260,2240,1,1,18260.0,2240.0,1
1775,1775,18473,2241,2,1,18473.5,2241.0,2
1776,1776,18624,2240,2,2,18624.5,2240.5,4
1777,1777,17820,2242,1,1,17820.0,2242.0,1
1778,1778,18479,2245,1,1,18479.0,2245.0,1
1779,1779,18495,2245,1,1,18495.0,2245.0,1
1780,1780,17196,2247,1,1,17196.0,2247.0,1
1781,1781,17199,2247,1,1,17199.0,2247.0,1
1782,1782,17821,2246,1,1,17821.0,2246.0,1
1783,1783,13832,2248,4,3,13833.833333333334,2249.0,6
1784,1784,13838,2249,1,1,13838.0,2249.0,1
1785,1785,16381,2249,1,1,16381.0,2249.0,1
1786,1786,16879,2249,1,1,16879.0,2249.0,1
1787,1787,18269,2248,1,1,18269.0,2248.0,1
1788,1788,18468,2248,1,1,18468.0,2248.0,1
1789,1789,18476,2248,1,1,18476.0,2248.0,1
1790,1790,18619,2248,25,31,18631.955849889626,2263.0242825607065,453
1791,1791,18632,2248,1,1,18632.0,2248.0,1
1792,1792,18634,2248,1,1,18634.0,2248.0,1
1793,1793,19736,2248,2,2,19736.5,2248.5,4
1794,1794,19739,2249,1,1,19739.0,2249.0,1
1795,1795,19741,2248,1,1,19741.0,2248.0,1
1796,1796,16877,2250,1,1,16877.0,2250.0,1
1797,1797,18616,2250,2,2,18616.666666666668,2250.6666666666665,3
1798,1798,18466,2253,1,1,18466.0,2253.0,1
1799,1799,18471,2252,17,12,18479.190839694656,2257.687022900763,131
1800,1800,18487,2253,1,1,18487.0,2253.0,1
1801,1801,18617,2253,1,1,18617.0,2253.0,1
1802,1802,19743,2253,1,1,19743.0,2253.0,1
1803,1803,16876,2254,1,1,16876.0,2254.0,1
1804,1804,18270,2254,2,2,18270.5,2254.5,4
1805,1805,20355,2255,30,32,20371.104361370715,2270.0186915887853,642
1806,1806,16380,2257,2,2,16380.5,2257.5,2
1807,1807,18468,2256,1,1,18468.0,2256.0,1
1808,1808,18646,2257,1,1,18646.0,2257.0,1
1809,1809,20358,2256,1,1,20358.0,2256.0,1
1810,1810,20360,2256,2,2,20360.5,2256.5,4
1811,1811,18270,2258,1,1,18270.0,2258.0,1
1812,1812,18468,2258,4,4,18469.166666666668,2259.8333333333335,12
1813,1813,20352,2261,1,1,20352.0,2261.0,1
1814,1814,18646,2263,1,1,18646.0,2263.0,1
1815,1815,15820,2264,1,1,15820.0,2264.0,1
1816,1816,16088,2264,1,1,16088.0,2264.0,1
1817,1817,16090,2265,1,1,16090.0,2265.0,1
1818,1818,16092,2264,1,1,16092.0,2264.0,1
1819,1819,16096,2265,1,1,16096.0,2265.0,1
1820,1820,16102,2264,1,1,16102.0,2264.0,1
1821,1821,16265,2265,7,6,16267.48,2267.68,25
1822,1822,16380,2265,1,1,16380.0,2265.0,1
1823,1823,16852,2264,2,2,16852.5,2264.5,4
1824,1824,17270,2264,1,1,17270.0,2264.0,1
1825,1825,18621,2264,1,1,18621.0,2264.0,1
1826,1826,15820,2267,2,2,15820.5,2267.5,2
1827,1827,16080,2267,62,37,16109.043076923077,2285.3671794871793,975
1828,1828,16262,2266,2,4,16262.5,2267.5,8
1829,1829,18243,2267,1,1,18243.0,2267.0,1
1830,1830,18260,2266,1,1,18260.0,2266.0,1
1831,1831,18265,2266,1,1,18265.0,2266.0,1
1832,1832,18611,2267,1,1,18611.0,2267.0,1
1833,1833,18613,2266,4,4,18614.7,2267.7,10
1834,1834,20352,2267,1,1,20352.0,2267.0,1
1835,1835,15806,2269,37,44,15823.756177924217,2290.5914332784187,1214
1836,1836,16848,2268,2,2,16848.5,2268.5,4
1837,1837,16857,2269,2,2,16857.5,2269.5,2
1838,1838,17264,2269,2,2,17264.333333333332,2269.3333333333335,3
1839,1839,17267,2269,1,1,17267.0,2269.0,1
1840,1840,18258,2268,1,1,18258.0,2268.0,1
1841,1841,18618,2269,1,1,18618.0,2269.0,1
1842,1842,16383,2271,1,2,16383.0,2271.5,2
1843,1843,18243,2270,1,1,18243.0,2270.0,1
1844,1844,18254,2270,1,1,18254.0,2270.0,1
1845,1845,18260,2270,2,2,18260.5,2270.5,4
1846,1846,18264,2270,7,7,18266.242424242424,2273.3939393939395,33
1847,1847,20352,2270,1,1,20352.0,2270.0,1
1848,1848,15809,2273,1,1,15809.0,2273.0,1
1849,1849,16122,2272,1,1,16122.0,2272.0,1
1850,1850,16131,2272,2,1,16131.5,2272.0,2
1851,1851,16360,2273,1,1,16360.0,2273.0,1
1852,1852,16365,2272,2,5,16365.42857142857,2274.1428571428573,7
1853,1853,18007,2272,1,1,18007.0,2272.0,1
1854,1854,18644,2273,1,1,18644.0,2273.0,1
1855,1855,16080,2274,1,1,16080.0,2274.0,1
1856,1856,16082,2274,1,1,16082.0,2274.0,1
1857,1857,16117,2274,3,2,16118.0,2274.5,6
1858,1858,16129,2274,13,8,16135.195652173914,2277.391304347826,46
1859,1859,16362,2275,1,1,16362.0,2275.0,1
1860,1860,18005,2275,2,1,18005.5,2275.0,2
1861,1861,18227,2274,1,1,18227.0,2274.0,1
1862,1862,18231,2275,1,1,18231.0,2275.0,1
1863,1863,18621,2274,1,1,18621.0,2274.0,1
1864,1864,16124,2276,1,1,16124.0,2276.0,1
1865,1865,16360,2276,1,1,16360.0,2276.0,1
1866,1866,18224,2277,1,1,18224.0,2277.0,1
1867,1867,18616,2276,1,2,18616.0,2276.5,2
1868,1868,18623,2276,1,1,18623.0,2276.0,1
1869,1869,20352,2277,1,1,20352.0,2277.0,1
1870,1870,20360,2276,2,2,20360.666666666668,2276.3333333333335,3
1871,1871,16365,2278,2,2,16365.5,2278.5,2
1872,1872,16382,2278,1,1,16382.0,2278.0,1
1873,1873,18005,2279,1,1,18005.0,2279.0,1
1874,1874,18268,2278,1,1,18268.0,2278.0,1
1875,1875,18630,2279,1,1,18630.0,2279.0,1
1876,1876,18641,2279,1,1,18641.0,2279.0,1
1877,1877,20354,2278,2,2,20354.5,2278.5,4
1878,1878,20358,2279,1,1,20358.0,2279.0,1
1879,1879,15593,2280,2,3,15593.666666666666,2281.0,3
1880,1880,15606,2281,1,2,15606.0,2281.5,2
1881,1881,16387,2280,1,1,16387.0,2280.0,1
1882,1882,18243,2280,1,1,18243.0,2280.0,1
1883,1883,15801,2282,1,1,15801.0,2282.0,1
1884,1884,15804,2282,1,1,15804.0,2282.0,1
1885,1885,16134,2283,1,1,16134.0,2283.0,1
1886,1886,18233,2283,2,1,18233.5,2283.0,2
1887,1887,18237,2283,1,1,18237.0,2283.0,1
1888,1888,18225,2283,52,65,18249.7785467128,2315.19160899654,2312
1889,1889,15598,2284,2,2,15598.5,2284.5,4
1890,1890,15603,2284,2,2,15603.333333333334,2284.6666666666665,3
1891,1891,16388,2284,3,2,16389.0,2284.5,4
1892,1892,20381,2285,1,1,20381.0,2285.0,1
1893,1893,15804,2286,1,1,15804.0,2286.0,1
1894,1894,16086,2287,1,1,16086.0,2287.0,1
1895,1895,20365,2287,14,12,20371.219512195123,2293.1951219512193,82
1896,1896,20378,2286,1,1,20378.0,2286.0,1
1897,1897,18259,2288,1,1,18259.0,2288.0,1
1898,1898,18263,2288,1,1,18263.0,2288.0,1
1899,1899,20362,2289,1,1,20362.0,2289.0,1
1900,1900,20367,2288,1,1,20367.0,2288.0,1
1901,1901,20369,2289,1,1,20369.0,2289.0,1
1902,1902,16089,2290,1,1,16089.0,2290.0,1
1903,1903,16111,2291,1,1,16111.0,2291.0,1
1904,1904,16141,2290,1,1,16141.0,2290.0,1
1905,1905,16143,2291,1,1,16143.0,2291.0,1
1906,1906,18256,2290,1,1,18256.0,2290.0,1
1907,1907,20365,2290,1,1,20365.0,2290.0,1
1908,1908,20371,2291,14,31,20378.792792792792,2307.4324324324325,222
1909,1909,18264,2292,4,4,18265.5,2293.5,8
1910,1910,16112,2294,1,1,16112.0,2294.0,1
1911,1911,15847,2296,1,1,15847.0,2296.0,1
1912,1912,16084,2296,1,1,16084.0,2296.0,1
1913,1913,16086,2296,3,3,16086.666666666666,2296.6666666666665,6
1914,1914,16090,2297,1,1,16090.0,2297.0,1
1915,1915,18267,2297,1,1,18267.0,2297.0,1
1916,1916,15846,2299,2,2,15846.5,2299.5,2
1917,1917,16089,2299,1,1,16089.0,2299.0,1
1918,1918,16081,2301,1,1,16081.0,2301.0,1
1919,1919,16085,2300,1,1,16085.0,2300.0,1
